Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#36,Arthur,28.0,0,0,0,3.0,2.0,1,0,17,26,3,4,4,7,0,0,2,2,4
#5,Jamaal,30.9,7,1,0,5.0,2.0,2,0,16,36,4,8,2,6,0,0,1,1,2
#4,Cauê,37.9,6,2,0,1.0,6.0,4,0,13,21,2,3,1,3,5,6,7,0,7
#28,Lucas,23.9,0,0,1,1.0,3.0,2,0,11,22,1,3,3,5,2,3,1,1,2
#17,Du Sommer,19.1,1,0,1,3.0,2.0,0,1,8,14,0,2,4,4,0,0,0,1,1
#10,Coelho,21.2,2,0,0,4.0,1.0,0,0,7,24,1,6,2,3,0,0,0,1,1
#35,Freddie,22.0,3,0,0,1.0,0.0,3,0,4,14,0,2,2,4,0,0,2,2,4
#9,Paulinho,7.6,1,0,0,1.0,0.0,0,0,2,10,0,2,1,2,0,0,1,0,1
#13,Jackson,0.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#15,Diego,8.7,0,0,0,2.0,0.0,0,0,0,6,0,2,0,0,0,0,0,0,0
#3,Mogi,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,3,2,21.0,16.0,12,1,78,173,11,32,19,34,7,9,17,10,27
#11,Jefferson,31.9,4,0,0,3.0,2.0,1,0,24,39,7,11,1,2,1,2,7,2,9
#8,Shamell,38.8,6,1,0,1.0,3.0,2,0,23,33,3,5,7,9,0,0,2,0,2
#14,Georginho,40.0,6,4,1,3.0,8.0,3,0,14,21,2,3,2,3,4,6,4,0,4
#23,Léo Meindl,37.2,4,1,0,3.0,7.0,3,0,13,30,0,2,5,10,3,4,6,2,8
#44,Renan,36.5,0,0,4,3.0,0.0,1,1,6,24,0,4,3,6,0,0,3,1,4
#34,Kurtz,8.8,0,0,0,2.0,0.0,1,0,4,4,0,0,2,2,0,0,3,0,3
#5,Cassiano,1.6,0,1,0,0.0,1.0,0,0,1,5,0,1,0,0,1,2,1,0,1
#3,Danilo,2.1,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
#21,Murilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Jones,3.0,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,7,5,16.0,21.0,14,1,85,159,12,27,20,32,9,14,27,7,34
