Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#25,Nesbitt,23.1,5,0,1,2.0,6.0,0,0,19,21,0,0,7,8,5,5,2,1,3
#1,Fischer,15.7,3,1,0,1.0,4.0,2,0,16,23,3,3,2,5,3,4,1,0,1
#31,Robinson,25.1,3,0,0,3.0,1.0,0,0,15,24,4,5,1,4,1,1,2,0,2
#10,Vezaro,26.6,1,1,0,2.0,5.0,0,0,14,25,2,4,2,4,4,5,1,2,3
#2,Fuller,27.1,3,0,0,0.0,1.0,1,0,12,34,1,7,4,6,1,1,0,2,2
#23,Pecos,22.9,5,0,0,0.0,1.0,1,0,8,14,0,2,4,4,0,0,2,0,2
#21,Wesley,21.3,0,1,0,4.0,3.0,2,1,8,17,0,1,3,6,2,2,6,0,6
#32,Johnson,16.8,0,2,0,3.0,3.0,0,0,6,12,0,0,2,5,2,2,2,3,5
#0,Douglas Santos,5.4,0,0,0,3.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#11,Teichmann,14.6,3,2,2,3.0,0.0,1,0,2,4,0,0,1,2,0,0,3,1,4
#8,Dalaqua,1.5,1,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,7,3,23.0,24.0,7,1,102,176,10,22,27,45,18,20,20,10,30
#36,Arthur,12.3,1,1,1,5.0,3.0,0,0,14,20,1,1,4,6,3,5,1,0,1
#9,Paulinho,15.7,2,0,0,0.0,2.0,2,0,13,21,2,4,3,4,1,1,2,0,2
#28,Lucas,24.9,0,0,0,2.0,2.0,1,0,12,15,2,3,2,2,2,2,1,0,1
#15,Diego,18.9,0,0,1,2.0,3.0,0,0,10,19,2,3,1,4,2,2,0,0,0
#3,Mogi,18.2,0,0,0,2.0,3.0,0,0,6,14,0,2,2,3,2,2,1,1,2
#5,Jamaal,16.5,0,1,0,4.0,2.0,2,0,5,12,1,2,1,3,0,0,2,0,2
#17,Du Sommer,18.7,0,0,0,5.0,3.0,3,0,5,10,0,0,1,3,3,4,0,2,2
#35,Freddie,26.2,2,0,0,3.0,1.0,4,1,4,13,0,1,2,5,0,0,6,0,6
#4,Cauê,33.6,9,2,0,1.0,2.0,1,0,4,17,0,3,2,4,0,0,5,0,5
#10,Coelho,15.0,2,0,0,1.0,2.0,2,0,3,10,0,2,1,1,1,2,2,0,2
Equipe,Equipe,0.0,16,4,2,25.0,23.0,16,1,76,151,8,21,19,35,14,18,20,8,28
