Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Fuzaro,34.2,2,2,0,3.0,10.0,3,1,24,42,1,6,6,7,9,10,3,5,8
#40,André Goes,31.0,9,2,1,3.0,6.0,2,0,17,37,3,6,1,6,6,7,9,4,13
#24,Paranhos,30.2,0,1,0,4.0,4.0,2,0,16,26,0,0,6,10,4,6,2,4,6
#20,Gruber,37.5,2,0,1,1.0,2.0,1,0,14,37,2,7,3,7,2,2,6,1,7
#10,Fabricio,33.1,1,0,0,0.0,1.0,0,0,9,27,2,8,1,1,1,1,5,0,5
#3,Lucas,15.2,0,1,0,1.0,0.0,2,0,7,18,1,4,1,2,2,2,0,0,0
#2,Fúlvio,6.0,1,0,0,0.0,1.0,0,0,4,4,0,0,2,2,0,0,1,0,1
#32,Lessa,6.4,1,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#34,Sanches,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Alex,6.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Colina,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Ziggy,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,6,2,14.0,24.0,10,1,91,193,9,31,20,36,24,28,27,15,42
#19,Leandrinho,31.1,5,2,0,3.0,4.0,0,0,19,39,2,6,6,10,1,1,2,1,3
#22,Scott,34.3,1,1,1,4.0,4.0,3,2,18,22,0,0,7,9,4,4,8,5,13
#10,Alex,27.6,3,2,0,4.0,1.0,3,0,11,33,1,7,4,6,0,0,3,1,4
#5,Davi,28.9,5,1,0,2.0,1.0,0,0,11,31,3,9,1,2,0,0,4,3,7
#0,Tyrone,25.8,2,0,0,3.0,3.0,0,0,8,36,0,7,3,6,2,3,2,2,4
#3,Queiroz,7.5,1,0,0,2.0,0.0,0,0,6,9,2,3,0,0,0,0,0,0,0
#20,Alexei,7.0,4,0,0,3.0,0.0,0,0,3,6,1,2,0,0,0,0,1,0,1
#8,Jackson Jr,13.1,0,0,0,1.0,0.0,0,0,3,12,1,4,0,0,0,0,1,0,1
#1,Deodato,17.0,2,0,0,2.0,0.0,2,0,3,12,1,4,0,0,0,0,1,1,2
#6,Shilton,7.7,0,0,0,1.0,1.0,1,0,2,4,0,0,0,1,2,2,1,1,2
Equipe,Equipe,0.0,23,6,1,25.0,14.0,9,2,84,204,11,42,21,34,9,10,23,17,40
