Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#11,Marquinhos,28.7,4,2,0,1.0,5.0,3,1,20,44,2,8,4,7,6,6,3,0,3
#16,Olivinha,22.2,1,1,1,2.0,3.0,0,0,18,25,1,2,6,8,3,3,4,4,8
#71,Demétrio,21.4,0,0,1,2.0,3.0,1,1,17,26,3,5,3,4,2,3,7,1,8
#32,Zach Graham,25.2,3,1,0,1.0,2.0,0,0,14,28,2,6,4,5,0,0,1,0,1
#12,Mineiro,19.7,0,0,0,2.0,6.0,2,0,11,19,0,0,4,6,3,7,6,2,8
#8,Ruan,8.8,1,0,0,1.0,4.0,0,1,6,14,0,0,1,4,4,6,2,4,6
#6,Balbi,27.1,13,3,1,1.0,1.0,5,0,6,12,1,2,1,2,1,2,1,0,1
#7,Jhonatan,16.7,1,1,0,2.0,1.0,1,0,5,9,1,1,1,3,0,0,1,0,1
#9,Deryk,18.7,5,0,0,2.0,0.0,2,0,5,14,1,4,1,1,0,0,1,0,1
#1,Pedro Nunes,8.0,0,0,0,1.0,0.0,0,0,1,6,0,0,0,2,1,2,1,1,2
#20,R. Rachel,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,Matheusinho,2.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Equipe,Equipe,0.0,28,8,3,15.0,25.0,14,3,103,197,11,28,25,42,20,29,28,16,44
#10,Duda,28.9,5,3,0,2.0,2.0,5,0,16,29,4,7,2,4,0,0,3,0,3
#7,Ambrosino,18.4,0,0,0,4.0,2.0,0,1,16,23,2,3,4,6,2,2,4,0,4
#16,Rafael,29.2,3,0,0,3.0,1.0,4,0,12,25,0,1,6,11,0,0,2,4,6
#24,L. Eltink,28.6,5,3,0,3.0,2.0,1,0,10,12,1,1,3,4,1,1,4,2,6
#4,Mariani,24.8,1,0,0,3.0,2.0,2,0,9,27,3,9,0,0,0,0,1,0,1
#6,Eugeniusz,16.1,5,1,0,2.0,3.0,1,0,9,11,1,1,2,3,2,2,1,0,1
#9,Figueredo,21.7,1,0,0,2.0,2.0,2,0,4,19,0,3,2,5,0,0,3,0,3
#18,Lupa,22.4,4,0,0,1.0,1.0,1,0,4,20,0,0,2,9,0,2,2,1,3
#2,Daniel,2.1,0,0,0,0.0,0.0,0,0,3,7,1,1,0,2,0,0,0,1,1
#21,Conceição,7.9,0,0,3,5.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,24,7,3,25.0,15.0,17,1,83,175,12,26,21,45,5,7,23,11,34
