Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#33,C. Torres,19.2,0,1,0,2.0,2.0,3,0,21,39,3,5,4,10,4,4,1,3,4
#3,Bennett,33.1,6,2,0,1.0,1.0,0,0,13,25,2,4,3,6,1,1,5,1,6
#50,Ware,21.6,0,0,0,2.0,2.0,1,0,13,18,3,4,2,2,0,2,3,0,3
#13,Toledo,23.5,3,2,0,3.0,7.0,1,0,11,18,0,0,4,7,3,4,2,2,4
#14,Dawkins,35.2,8,1,0,3.0,2.0,6,0,10,31,2,9,2,2,0,0,3,0,3
#26,Betinho,21.5,1,1,0,1.0,5.0,1,0,9,19,1,3,1,3,4,4,0,0,0
#9,Buffat,18.5,0,1,0,4.0,2.0,0,0,7,11,0,1,2,2,3,4,3,1,4
#23,L. Cauê,15.7,0,0,0,1.0,0.0,0,0,3,10,1,2,0,2,0,0,4,0,4
#6,Scaglia,11.7,0,1,0,3.0,0.0,1,0,0,14,0,4,0,1,0,0,0,0,0
#7,Isaac,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,9,0,21.0,21.0,13,0,87,185,12,32,18,35,15,19,24,11,35
#32,David Jackson,28.9,2,3,0,3.0,4.0,2,0,24,29,3,4,6,7,3,3,4,1,5
#9,Lucas Dias,38.4,4,1,0,2.0,5.0,1,1,18,44,1,7,5,8,5,7,2,4,6
#30,Hettsheimeir,23.8,0,1,1,3.0,4.0,1,0,12,32,2,7,1,3,4,5,9,0,9
#21,Parodi,27.4,6,2,0,2.0,1.0,3,0,10,19,2,3,2,5,0,0,3,0,3
#15,Cipolini,17.9,4,1,1,4.0,2.0,1,0,10,19,2,3,1,4,2,2,3,0,3
#18,Jimmy,24.6,2,0,0,3.0,1.0,0,0,9,9,1,1,3,3,0,0,3,1,4
#20,Schattmann,18.5,0,0,0,2.0,1.0,1,0,9,10,0,0,4,4,1,2,0,0,0
#5,Elinho,20.1,5,1,0,2.0,2.0,3,0,4,12,0,2,1,2,2,2,0,1,1
#23,Augusto,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,23,9,2,21.0,20.0,12,1,96,174,11,27,23,36,17,21,27,7,34
