Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#16,Rafael,36.4,3,0,0,0.0,2.0,3,0,31,40,0,2,15,16,1,2,6,3,9
#0,Morillo,29.6,4,0,0,3.0,2.0,3,0,18,35,4,5,2,8,2,4,4,0,4
#18,Lupa,31.4,1,2,0,1.0,2.0,2,0,16,23,0,0,8,11,0,1,5,1,6
#9,Figueredo,35.5,13,1,0,1.0,4.0,3,0,14,20,2,4,4,4,0,0,2,0,2
#10,Duda,22.0,4,2,0,4.0,2.0,0,0,7,12,1,2,0,1,4,4,6,0,6
#4,Mariani,11.3,1,0,0,0.0,2.0,1,0,4,13,1,3,0,0,1,4,1,0,1
#24,L. Eltink,18.1,4,0,1,1.0,4.0,3,0,4,7,0,1,2,2,0,0,0,1,1
#7,Ambrosino,7.5,0,0,1,1.0,0.0,0,0,3,11,1,3,0,1,0,0,2,0,2
#21,Conceição,3.7,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
#6,Eugeniusz,4.5,0,1,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Jean,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#19,Pedro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,30,6,2,15.0,18.0,15,0,97,163,9,20,31,44,8,15,28,6,34
#9,Fuzaro,37.3,2,0,1,3.0,7.0,1,0,30,45,3,3,8,14,5,8,3,3,6
#24,Paranhos,28.1,2,1,0,2.0,2.0,3,1,18,30,0,0,8,13,2,4,4,6,10
#4,Alexey,20.7,5,3,0,1.0,3.0,3,0,16,32,0,3,7,10,2,3,2,0,2
#40,André Goes,33.7,4,2,0,4.0,3.0,1,0,11,37,2,7,2,7,1,2,5,2,7
#10,Fabricio,27.3,3,2,0,0.0,0.0,0,0,9,20,3,6,0,1,0,0,1,1,2
#8,Colina,6.0,0,0,0,2.0,0.0,1,0,5,5,1,1,1,1,0,0,0,0,0
#0,Guga,3.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#14,Ziggy,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Fúlvio,23.4,3,1,0,3.0,0.0,1,0,0,16,0,4,0,2,0,0,2,1,3
#13,Alex,10.9,0,3,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,1,0,1
#32,Lessa,4.7,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#16,João Pedro,4.1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,19,12,1,18.0,15.0,11,1,89,194,9,25,26,51,10,17,21,14,35
