Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,L. Cauê,11.3,1,0,0,2.0,4.0,1,1,14,18,0,0,5,6,4,6,1,0,1
#14,Dawkins,25.8,4,2,0,1.0,3.0,4,0,13,24,3,6,2,3,0,0,2,0,2
#7,Isaac,19.5,0,1,0,2.0,2.0,1,0,12,22,3,6,1,1,1,2,1,0,1
#3,Bennett,32.5,3,2,0,3.0,0.0,2,0,9,18,1,2,3,6,0,0,3,1,4
#50,Ware,17.3,1,0,0,5.0,0.0,1,0,8,13,0,1,4,5,0,0,6,0,6
#13,Toledo,23.5,2,0,0,1.0,4.0,1,1,8,12,0,0,3,4,2,4,3,2,5
#33,C. Torres,21.5,2,1,0,3.0,0.0,1,0,5,18,0,0,2,8,1,2,6,0,6
#6,Scaglia,14.6,2,0,0,0.0,1.0,0,0,5,5,1,1,1,1,0,0,1,0,1
#26,Betinho,16.3,4,1,0,3.0,3.0,2,0,5,6,0,0,1,1,3,4,2,0,2
#9,Buffat,14.8,3,0,0,1.0,2.0,0,0,4,9,0,1,1,1,2,4,0,1,1
#2,G. Campos,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,D. Souza,1.4,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,22,7,0,22.0,19.0,14,2,83,145,8,17,23,36,13,22,28,4,32
#11,Vinicius,32.1,2,0,0,3.0,4.0,1,1,19,35,1,2,4,10,8,9,2,1,3
#17,Rashaun,31.9,1,1,0,3.0,6.0,2,0,16,21,2,3,2,2,6,8,4,0,4
#20,Davis,25.0,3,1,0,1.0,0.0,0,0,11,19,3,5,1,2,0,0,5,1,6
#14,Sualisson,33.2,0,1,0,3.0,4.0,0,0,5,20,0,2,2,5,1,4,4,0,4
#10,Alex,21.3,0,1,0,2.0,4.0,1,0,5,22,0,3,2,3,1,7,1,0,1
#8,Cauê,21.1,4,0,0,3.0,0.0,1,0,4,10,0,2,2,2,0,0,1,0,1
#7,Gabriel,11.5,0,2,0,1.0,1.0,0,0,4,7,0,1,2,2,0,0,0,0,0
#12,Mathias,4.9,0,0,0,2.0,1.0,2,0,3,3,1,1,0,0,0,0,1,0,1
#3,Brite,17.5,5,1,0,1.0,1.0,4,0,3,14,0,3,1,2,1,1,1,0,1
#5,Armani,1.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,7,0,20.0,21.0,11,1,70,151,7,22,16,28,17,29,21,3,24
