Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Wiggins,31.7,3,3,0,3.0,6.0,2,1,25,44,1,4,8,11,6,10,6,2,8
#20,Pará,23.3,2,4,0,3.0,1.0,0,0,15,23,1,2,6,8,0,1,1,2,3
#25,Gabriel Jaú,34.4,0,0,0,3.0,7.0,3,0,14,30,1,3,4,7,3,7,3,1,4
#8,Crescenzi,20.2,2,2,1,1.0,1.0,2,0,8,22,2,6,0,1,2,2,2,1,3
#15,Renato,28.2,3,1,0,0.0,2.0,1,1,8,20,0,2,3,6,2,2,3,0,3
#6,Brito,8.5,1,1,0,1.0,1.0,1,0,7,9,0,0,3,4,1,1,0,0,0
#3,Faggiano,36.3,5,1,1,1.0,1.0,1,0,6,16,0,2,3,5,0,0,4,0,4
#5,Massey,17.4,2,1,0,3.0,1.0,0,0,4,15,0,3,2,3,0,0,3,4,7
#30,Mendes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Malachias,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Emanuel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,13,2,15.0,20.0,11,2,87,179,5,22,29,45,14,23,24,10,34
#20,Gruber,30.0,0,2,3,3.0,2.0,2,0,16,36,2,4,5,12,0,0,4,1,5
#10,Fabricio,26.3,2,0,0,2.0,0.0,0,0,12,20,4,6,0,1,0,0,3,0,3
#9,Fuzaro,28.8,1,1,0,2.0,1.0,3,0,12,22,1,3,4,6,1,1,3,0,3
#3,Lucas,13.1,0,0,0,3.0,3.0,2,0,9,19,1,4,1,1,4,5,2,1,3
#2,Fúlvio,29.7,5,1,0,1.0,5.0,3,0,8,24,2,6,1,3,0,0,2,0,2
#24,Paranhos,11.8,0,0,0,0.0,0.0,1,0,8,12,0,0,4,6,0,0,2,4,6
#13,Alex,14.0,0,1,0,4.0,4.0,1,0,3,6,0,0,0,1,3,4,4,2,6
#8,Colina,2.6,0,0,0,2.0,0.0,0,0,3,5,1,1,0,1,0,0,1,1,2
#32,Lessa,14.1,1,2,0,2.0,0.0,2,0,2,4,0,0,1,2,0,0,0,0,0
#40,André Goes,29.6,5,2,0,1.0,0.0,3,0,2,15,0,3,1,3,0,0,8,0,8
Equipe,Equipe,0.0,14,9,3,20.0,15.0,17,0,75,163,11,27,17,36,8,10,30,10,40
