Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,D. Coleman,31.4,1,2,0,2.0,2.0,3,0,24,41,6,11,3,4,0,0,4,1,5
#1,Solano,34.7,5,3,1,4.0,6.0,2,1,20,35,1,4,6,8,5,7,4,0,4
#33,Eddy,30.9,1,0,0,3.0,1.0,1,0,14,37,4,11,0,1,2,2,2,1,3
#2,Yago,31.7,8,1,0,5.0,6.0,2,0,14,31,2,7,2,3,4,4,4,1,5
#20,Dikembe,24.1,0,2,1,3.0,3.0,4,1,12,21,0,0,4,8,4,5,6,3,9
#35,Maique,12.1,0,2,0,4.0,0.0,1,0,4,4,0,0,2,2,0,0,2,0,2
#10,Vitão,11.1,1,0,0,3.0,0.0,0,0,3,12,1,4,0,0,0,0,0,0,0
#4,Ruivo,19.0,4,1,0,2.0,0.0,2,0,3,9,1,3,0,0,0,0,5,1,6
#50,Jonatan,0.9,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#12,Rafael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Beto,4.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,11,2,26.0,18.0,16,2,94,192,15,40,17,27,15,18,27,8,35
#2,Fúlvio,33.4,3,3,0,3.0,5.0,3,0,28,39,8,10,1,3,2,3,1,2,3
#20,Gruber,38.2,2,3,0,3.0,6.0,2,0,24,50,3,7,5,11,5,7,6,1,7
#40,André Goes,37.5,6,4,0,2.0,6.0,2,0,18,29,2,5,3,4,6,6,5,2,7
#4,Alexey,33.8,6,0,0,4.0,5.0,6,0,16,31,1,3,2,6,9,10,6,1,7
#32,Lessa,24.8,1,2,0,4.0,4.0,1,0,14,23,0,0,5,9,4,5,2,1,3
#8,Colina,13.4,1,0,0,1.0,0.0,0,0,3,12,1,4,0,0,0,0,2,0,2
#3,Lucas,17.8,1,0,0,1.0,0.0,1,0,2,8,0,2,1,1,0,0,2,0,2
#14,Ziggy,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Fuzaro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#34,Sanches,1.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#29,Mattos,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,12,0,18.0,26.0,16,0,105,192,15,31,17,34,26,31,27,8,35
