Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#15,Renato,37.4,0,0,0,3.0,1.0,3,1,16,34,2,6,5,8,0,0,5,1,6
#3,Faggiano,34.2,3,2,0,0.0,8.0,4,0,15,29,1,4,4,6,4,5,6,0,6
#6,Brito,28.1,2,2,0,3.0,1.0,3,1,15,24,2,4,4,5,1,2,0,1,1
#20,Pará,25.7,2,1,0,3.0,1.0,2,0,8,19,2,3,1,5,0,0,2,1,3
#11,Emanuel,8.1,0,0,0,1.0,0.0,0,0,4,4,0,0,2,2,0,0,0,0,0
#30,Mendes,10.1,1,0,0,3.0,0.0,1,0,3,6,1,2,0,0,0,0,1,2,3
#25,Gabriel Jaú,24.9,1,1,0,2.0,1.0,4,0,2,13,0,1,1,4,0,2,6,1,7
#13,Malachias,5.9,0,0,0,0.0,0.0,0,0,2,4,0,0,1,2,0,0,0,1,1
#8,Crescenzi,25.5,0,2,0,3.0,3.0,3,0,1,15,0,3,0,2,1,2,2,2,4
#4,Larry,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,9,8,0,18.0,15.0,20,2,66,148,8,23,18,34,6,11,22,10,32
#16,Olivinha,24.9,0,2,1,2.0,2.0,3,0,19,23,3,3,5,7,0,0,5,1,6
#6,Balbi,31.8,5,3,0,1.0,2.0,4,0,11,23,1,4,4,5,0,1,5,0,5
#9,Deryk,20.4,0,1,0,2.0,2.0,1,0,9,16,3,4,0,2,0,0,0,0,0
#33,Vargas,15.3,0,0,1,1.0,3.0,1,0,9,18,0,0,4,8,1,2,1,1,2
#32,Zach Graham,30.5,1,0,1,2.0,1.0,1,0,8,8,2,2,1,1,0,0,1,1,2
#12,Mineiro,20.4,2,1,0,2.0,3.0,1,0,8,17,0,1,3,6,2,2,1,1,2
#71,Demétrio,16.8,2,1,0,2.0,1.0,2,0,8,20,0,2,3,5,2,4,3,1,4
#1,Pedro Nunes,10.2,0,1,0,1.0,1.0,1,0,5,7,0,0,2,3,1,1,0,1,1
#10,Matheusinho,2.9,1,0,0,0.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#7,Black,1.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,R. Rachel,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Jhonatan,24.6,2,4,0,2.0,2.0,1,0,0,12,0,2,0,2,0,2,2,0,2
Equipe,Equipe,0.0,13,13,3,15.0,17.0,16,0,79,146,9,18,23,40,6,12,22,6,28
