Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Yago,35.1,3,1,0,2.0,7.0,3,0,18,40,2,8,3,4,6,8,3,2,5
#1,Solano,30.1,2,3,0,3.0,4.0,4,1,18,32,2,6,3,3,6,8,5,2,7
#20,Dikembe,25.7,1,1,0,2.0,4.0,0,1,11,28,0,0,5,12,1,4,3,3,6
#33,Eddy,27.2,3,2,1,1.0,0.0,0,0,8,34,2,8,1,5,0,0,5,3,8
#35,Maique,15.1,0,0,0,4.0,3.0,2,0,6,6,0,0,2,2,2,2,3,2,5
#50,Jonatan,15.3,1,0,0,1.0,0.0,0,0,6,16,2,4,0,2,0,0,1,0,1
#4,Ruivo,14.9,4,1,0,0.0,0.0,1,0,3,11,1,3,0,1,0,0,0,0,0
#32,Anderson,1.5,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,0,1,1
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,D. Coleman,10.1,0,0,0,1.0,0.0,0,0,0,8,0,2,0,1,0,0,1,0,1
#10,Vitão,23.3,1,0,0,1.0,0.0,1,0,0,20,0,6,0,1,0,0,5,0,5
#12,Rafael,1.7,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,8,1,17.0,18.0,11,2,70,198,9,38,14,31,15,22,27,16,43
#71,Demétrio,11.1,0,1,1,2.0,1.0,2,0,19,25,5,6,2,3,0,1,2,0,2
#32,Zach Graham,21.1,1,3,0,3.0,1.0,2,0,18,25,4,5,2,4,2,2,3,0,3
#11,Marquinhos,22.5,2,1,0,1.0,3.0,4,0,13,28,1,4,5,8,0,0,2,0,2
#6,Balbi,27.3,9,1,0,2.0,7.0,2,0,12,18,0,1,5,6,2,3,3,1,4
#55,Barrera,21.2,2,0,0,1.0,2.0,0,0,10,10,2,2,0,0,4,4,0,0,0
#12,Mineiro,16.2,0,0,0,1.0,0.0,0,0,6,11,2,3,0,1,0,0,5,0,5
#1,Pedro Nunes,3.7,0,0,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#16,Olivinha,16.3,1,0,0,1.0,1.0,0,0,2,19,0,3,0,4,2,2,6,2,8
#33,Vargas,16.1,0,0,2,1.0,0.0,1,0,2,10,0,2,1,2,0,0,2,0,2
#7,Jhonatan,18.7,0,0,0,3.0,2.0,0,0,2,9,0,1,1,3,0,0,2,1,3
#34,Maciel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Deryk,19.9,2,1,0,2.0,0.0,0,0,0,6,0,2,0,0,0,0,3,0,3
Equipe,Equipe,0.0,17,7,3,18.0,17.0,11,0,86,163,14,29,17,32,10,12,35,4,39
