Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#11,Vinicius,32.4,1,0,0,4.0,8.0,3,2,24,35,0,1,8,11,8,10,4,1,5
#20,Davis,27.3,3,1,0,1.0,0.0,1,0,10,25,2,7,2,2,0,0,2,0,2
#17,Rashaun,31.7,1,0,0,2.0,2.0,0,0,10,22,2,4,2,5,0,0,0,0,0
#14,Sualisson,25.9,0,2,2,3.0,3.0,2,1,7,25,0,1,3,10,1,2,4,2,6
#8,Cauê,21.8,5,2,2,4.0,1.0,4,0,4,11,0,1,2,4,0,0,3,0,3
#3,Brite,25.7,3,1,0,3.0,1.0,1,0,2,16,0,3,1,3,0,1,2,0,2
#10,Alex,12.3,0,0,0,1.0,0.0,1,0,0,10,0,2,0,2,0,0,0,0,0
#7,Gabriel,3.6,0,0,0,0.0,0.0,0,0,0,7,0,1,0,2,0,0,0,0,0
#45,J. Gabriel,1.2,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1
#5,Armani,3.0,0,0,0,0.0,0.0,0,0,0,5,0,1,0,1,0,0,2,0,2
#9,Bruninho,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Mathias,13.7,0,0,1,2.0,0.0,2,0,0,4,0,0,0,2,0,0,2,0,2
Equipe,Equipe,0.0,13,6,5,22.0,15.0,15,3,57,160,4,21,18,42,9,13,22,10,32
#3,Bennett,26.5,4,2,0,2.0,3.0,3,0,19,29,1,1,6,11,4,4,6,2,8
#13,Toledo,18.0,2,0,0,1.0,3.0,2,0,11,14,0,0,5,5,1,4,5,2,7
#33,C. Torres,20.7,1,0,0,1.0,1.0,1,0,10,16,2,4,2,2,0,0,6,1,7
#26,Betinho,21.2,5,0,0,2.0,3.0,4,0,8,16,1,3,2,3,1,1,1,0,1
#50,Ware,19.3,1,1,0,4.0,1.0,0,0,8,18,2,4,1,3,0,0,1,1,2
#9,Buffat,24.3,1,0,0,1.0,2.0,0,0,7,20,1,3,2,4,0,3,2,1,3
#6,Scaglia,17.3,1,0,0,2.0,1.0,0,0,5,20,1,5,0,1,2,3,2,1,3
#23,L. Cauê,21.5,0,0,0,1.0,2.0,2,1,4,11,0,1,1,3,2,2,3,0,3
#14,Dawkins,27.1,3,3,0,2.0,1.0,0,0,3,16,1,4,0,2,0,0,2,0,2
#2,G. Campos,4.1,0,0,0,0.0,2.0,2,0,2,2,0,0,1,1,0,0,0,0,0
Equipe,Equipe,0.0,18,6,0,16.0,19.0,15,1,77,162,9,25,20,35,10,17,31,11,42
