,0
0,https://lnb.com.br/noticias/corinthians-78-x-70-mogi-das-cruzes/
1,https://lnb.com.br/noticias/pinheiros-80-x-86-rio-claro/
2,https://lnb.com.br/noticias/sao-jose-97-x-89-mogi/
3,https://lnb.com.br/noticias/sesi-franca-basquete-xx-x-xx-sendi-bauru-basket/
4,https://lnb.com.br/noticias/corinthians-70-x-77-minas-tenis-clube/
5,https://lnb.com.br/noticias/pinheiros-106-x-71-universo-brasilia/
6,https://lnb.com.br/noticias/unifacisa-103-x-106-sao-paulo/
7,https://lnb.com.br/noticias/pinheiros-89-x-64-botafogo/
8,https://lnb.com.br/noticias/mogi-73-x-71-basquete-cearense/
9,https://lnb.com.br/noticias/franca-83-x-77-bauru/
10,https://lnb.com.br/noticias/franca-90-x-68-bauru/
11,https://lnb.com.br/noticias/botafogo-88-x-73-pinheiros/
12,https://lnb.com.br/noticias/pinheiros-78-x-82-botafogo/
13,https://lnb.com.br/noticias/botafogo-77-x-79-flamengo/
14,https://lnb.com.br/noticias/mogi-77-x-85-franca/
15,https://lnb.com.br/noticias/flamengo-81-x-69-botafogo/
16,https://lnb.com.br/noticias/franca-108-x-100-botafogo/
17,https://lnb.com.br/noticias/flamengo-77-x-81-botafogo/
18,https://lnb.com.br/noticias/flamengo-82-x-68-franca/
19,https://lnb.com.br/noticias/franca-88-x-79-flamengo/
20,https://lnb.com.br/noticias/franca-77-x-71-flamengo/
21,https://lnb.com.br/noticias/flamengo-76-x-62-franca/
22,https://lnb.com.br/noticias/franca-72-x-81-flamengo/
0,https://lnb.com.br/noticias/corinthians-78-x-70-mogi-das-cruzes/
1,https://lnb.com.br/noticias/pinheiros-80-x-86-rio-claro/
2,https://lnb.com.br/noticias/sao-jose-97-x-89-mogi/
3,https://lnb.com.br/noticias/sesi-franca-basquete-xx-x-xx-sendi-bauru-basket/
4,https://lnb.com.br/noticias/corinthians-70-x-77-minas-tenis-clube/
5,https://lnb.com.br/noticias/pinheiros-106-x-71-universo-brasilia/
6,https://lnb.com.br/noticias/unifacisa-103-x-106-sao-paulo/
