Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Gui Santos,30.4,0,0,0,2.0,6.0,2,1,23,37,2,3,5,10,7,8,4,2,6
#4,Arthur,34.4,2,1,0,3.0,2.0,1,0,22,35,2,5,8,10,0,0,3,2,5
#23,Nezinho,38.1,11,1,0,4.0,9.0,2,0,15,32,2,5,2,5,5,7,7,0,7
#21,B. Fiorotto,29.4,3,4,1,1.0,3.0,3,1,9,22,0,0,3,9,3,4,5,4,9
#6,Ronald,21.3,1,0,1,4.0,4.0,3,0,9,28,0,0,3,10,3,8,4,3,7
#9,Rafa Moreira,20.4,0,0,0,5.0,2.0,0,0,3,6,1,2,0,0,0,0,1,0,1
#35,José Carlos,4.1,0,0,0,0.0,0.0,0,0,2,5,0,1,1,1,0,0,0,0,0
#5,Marcelão,4.8,0,0,0,3.0,0.0,1,0,2,2,0,0,1,1,0,0,1,0,1
#8,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Pedrinho Rava,14.1,0,0,0,1.0,2.0,2,0,0,7,0,1,0,2,0,0,4,0,4
#77,Gui Bento,3.0,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,6,2,23.0,28.0,14,2,85,177,7,18,23,48,18,27,35,12,47
#25,Nesbitt,29.4,0,0,0,5.0,5.0,2,0,20,28,3,3,5,9,1,1,2,2,4
#1,Fischer,29.0,2,1,0,4.0,3.0,3,0,18,40,0,5,8,11,2,3,0,0,0
#31,Robinson,26.3,2,0,1,3.0,3.0,0,0,9,27,1,5,2,5,2,2,3,0,3
#12,Humberto,21.7,3,0,0,3.0,3.0,0,0,9,15,0,1,2,3,5,6,2,1,3
#21,Wesley,13.9,0,4,1,1.0,2.0,2,1,7,13,0,2,3,3,1,1,1,0,1
#32,Johnson,15.9,1,0,0,2.0,3.0,1,0,5,8,0,0,2,3,1,2,7,1,8
#2,Fuller,17.0,0,0,0,3.0,2.0,2,0,4,20,0,2,1,6,2,2,1,0,1
#11,Teichmann,14.0,0,0,1,1.0,1.0,0,0,1,2,0,0,0,0,1,2,5,1,6
#23,Pecos,13.0,0,1,0,3.0,0.0,0,0,0,13,0,3,0,2,0,0,1,0,1
#0,Douglas Santos,5.9,0,2,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2,0,2
#30,Von Haydin,2.6,0,0,0,0.0,0.0,0,0,0,6,0,2,0,0,0,0,1,0,1
#10,Vezaro,11.4,1,0,0,4.0,0.0,1,0,0,8,0,2,0,1,0,0,0,1,1
Equipe,Equipe,0.0,9,8,3,29.0,22.0,12,1,73,180,4,25,23,43,15,19,26,7,33
