Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Rafa Moreira,30.1,1,1,0,4.0,2.0,1,0,18,36,2,5,5,9,2,3,3,0,3
#23,Nezinho,37.6,8,2,0,4.0,9.0,2,0,17,44,1,6,4,9,6,8,3,0,3
#21,B. Fiorotto,27.3,1,1,1,3.0,1.0,4,0,14,20,0,0,7,10,0,0,4,5,9
#7,Pedrinho Rava,35.0,1,0,0,2.0,2.0,1,0,9,26,0,4,4,6,1,2,2,0,2
#6,Ronald,33.9,1,1,0,1.0,5.0,4,0,8,21,0,1,3,6,2,6,7,3,10
#8,Gabriel,13.7,0,0,0,1.0,0.0,1,0,7,17,1,3,2,4,0,0,0,0,0
#5,Marcelão,12.7,1,1,0,3.0,2.0,1,1,4,8,0,0,2,4,0,0,3,2,5
#11,Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Suassuna,2.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#22,Pedro,7.3,1,0,0,1.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
#13,Veloso,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,6,1,20.0,21.0,17,1,77,174,4,19,27,49,11,19,25,13,38
#0,Morillo,28.0,1,0,0,1.0,1.0,1,0,22,46,4,8,4,10,2,2,5,0,5
#7,Ambrosino,18.0,5,1,0,2.0,3.0,1,0,13,15,3,3,2,3,0,0,3,0,3
#16,Rafael,22.1,1,0,1,0.0,0.0,2,1,12,15,0,1,6,6,0,0,2,0,2
#10,Duda,27.7,5,1,0,4.0,3.0,3,0,12,24,4,8,0,0,0,0,6,1,7
#24,L. Eltink,10.0,1,0,1,1.0,1.0,1,0,8,14,0,2,3,3,2,2,0,0,0
#6,Eugeniusz,14.7,1,0,0,3.0,1.0,2,0,8,14,1,1,2,5,1,1,2,2,4
#18,Lupa,17.5,1,0,1,3.0,0.0,0,0,6,6,0,0,3,3,0,0,2,1,3
#9,Figueredo,25.4,10,2,0,3.0,4.0,1,0,6,19,1,4,0,2,3,3,2,0,2
#21,Conceição,22.6,1,0,1,4.0,1.0,1,0,3,6,0,0,1,2,1,2,5,1,6
#4,Mariani,14.3,2,1,0,0.0,3.0,0,0,2,13,0,3,0,0,2,4,1,0,1
Equipe,Equipe,0.0,28,5,4,21.0,17.0,13,1,92,172,13,30,21,34,11,14,30,5,35
