Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#26,Betinho,24.0,5,1,0,0.0,4.0,3,0,23,33,4,5,3,6,5,6,4,1,5
#7,Isaac,21.0,1,1,0,3.0,2.0,3,1,12,15,2,3,3,3,0,0,0,0,0
#50,Ware,14.6,1,0,1,3.0,2.0,1,0,12,17,4,5,0,1,0,0,4,0,4
#13,Toledo,21.3,4,0,0,3.0,3.0,0,0,11,24,0,1,5,9,1,3,3,1,4
#15,Renato,30.7,1,1,0,2.0,6.0,3,0,8,12,1,1,2,3,1,3,4,4,8
#4,Ruivo,25.2,3,0,0,3.0,1.0,1,0,7,21,2,5,0,2,1,2,3,1,4
#7,Gabriel,13.2,0,0,0,1.0,0.0,0,0,6,15,2,5,0,0,0,0,2,1,3
#3,Bennett,30.0,4,0,0,1.0,0.0,4,0,5,13,1,1,1,5,0,0,1,0,1
#2,G. Campos,2.8,0,0,0,0.0,0.0,0,0,3,3,1,1,0,0,0,0,0,0,0
#14,Dawkins,12.3,3,1,0,4.0,2.0,1,0,2,2,0,0,0,0,2,2,0,0,0
#42,Mamedes,2.8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#44,Maicon,2.1,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,22,4,1,23.0,20.0,18,1,89,155,17,27,14,29,10,16,25,11,36
#36,Arthur,33.3,1,1,0,4.0,0.0,2,0,13,29,1,3,5,10,0,0,2,2,4
#35,Maique,20.3,0,0,2,4.0,4.0,2,1,11,20,0,0,2,6,7,8,1,2,3
#5,Jamaal,32.0,4,0,0,1.0,8.0,1,0,11,26,2,6,2,3,1,2,2,0,2
#10,Coelho,28.0,2,3,1,3.0,0.0,2,0,7,10,1,1,1,2,2,3,1,1,2
#3,Mogi,16.2,1,0,0,1.0,2.0,1,0,6,12,1,2,0,1,3,4,1,1,2
#15,Diego,15.4,0,1,0,4.0,1.0,0,0,6,16,1,3,1,3,1,1,0,0,0
#10,Ansaloni,12.6,0,0,0,2.0,1.0,1,0,4,10,0,0,2,5,0,0,2,1,3
#0,Guga,10.1,1,0,0,0.0,0.0,2,0,2,6,0,0,1,3,0,0,3,0,3
#11,Fabrício,4.4,0,0,0,1.0,0.0,0,0,2,5,0,1,1,1,0,0,0,1,1
#4,Cauê,17.5,3,1,0,2.0,2.0,1,0,2,6,0,0,1,3,0,0,0,0,0
#13,Jackson,10.3,0,0,0,1.0,0.0,1,0,0,10,0,2,0,2,0,0,1,1,2
Equipe,Equipe,0.0,12,6,3,24.0,18.0,15,1,64,150,6,18,16,39,14,18,14,12,26
