Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#1,Deodato,30.3,3,0,0,3.0,3.0,2,0,22,41,3,7,5,8,3,4,0,1,1
#8,Shamell,32.4,6,2,0,3.0,2.0,2,0,18,32,4,6,3,7,0,0,3,0,3
#20,Gruber,37.8,4,1,5,1.0,5.0,2,1,16,43,2,7,4,8,2,6,8,1,9
#13,JP Batista,30.4,3,3,0,2.0,5.0,3,0,16,26,0,0,6,10,4,6,7,2,9
#16,João Pedro,13.0,2,0,3,2.0,2.0,0,0,9,13,0,0,3,4,3,3,1,1,2
#23,Pecos,32.2,3,0,0,3.0,3.0,1,0,5,19,0,3,2,4,1,2,2,3,5
#42,Cafferata,8.0,0,0,0,2.0,1.0,3,0,2,8,0,2,0,0,2,2,1,0,1
#33,Breno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#32,Lessa,9.7,1,0,0,5.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#3,Lucas,6.3,1,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,23,6,8,23.0,23.0,13,1,88,184,9,25,23,42,15,23,26,12,38
#12,Pedro,32.9,1,1,0,2.0,5.0,0,0,14,45,3,9,0,6,5,6,2,1,3
#8,Dedé,21.6,3,1,0,5.0,4.0,5,0,12,17,3,4,0,0,3,5,2,1,3
#41,Mineiro,14.3,1,0,0,4.0,1.0,1,0,12,12,0,0,5,5,2,2,3,2,5
#24,Douglas Nunes,33.1,0,1,0,3.0,2.0,0,1,12,26,2,4,2,6,2,2,4,0,4
#44,Coimbra,17.1,0,1,1,4.0,3.0,3,0,11,21,0,0,4,8,3,5,1,2,3
#32,Sahdi,37.8,15,3,0,1.0,6.0,2,0,8,26,0,6,3,3,2,2,6,0,6
#9,Pastor,15.5,2,0,0,1.0,1.0,1,1,7,12,0,0,3,5,1,2,2,3,5
#15,Márcio,27.6,2,0,0,3.0,1.0,3,0,6,20,1,3,1,4,1,3,2,1,3
#21,Conceição,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Guirro,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,7,1,24.0,23.0,16,2,82,179,9,26,18,37,19,27,27,14,41
