Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#18,Jimmy,30.3,0,2,0,1.0,0.0,2,0,21,28,1,2,9,11,0,0,3,1,4
#15,Cipolini,23.8,2,0,0,0.0,2.0,1,0,13,30,1,4,3,7,4,4,4,0,4
#4,Alexey,21.1,5,2,0,4.0,2.0,0,0,11,25,1,3,3,7,2,2,2,2,4
#32,David Jackson,25.1,3,4,0,1.0,5.0,0,0,10,26,2,4,1,6,2,2,2,2,4
#40,André Goes,20.4,3,1,0,2.0,0.0,1,0,8,20,2,6,1,1,0,0,4,1,5
#9,Lucas Dias,26.1,1,2,1,3.0,5.0,2,0,7,21,1,3,1,5,2,2,3,2,5
#5,Elinho,23.9,6,4,0,1.0,1.0,0,0,5,24,1,6,1,3,0,0,1,3,4
#33,Guilherme,19.6,1,2,2,2.0,3.0,0,0,5,15,0,2,2,3,1,1,1,1,2
#3,Márcio,3.6,0,1,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#23,Augusto,2.1,0,0,0,0.0,1.0,0,0,1,2,0,0,0,0,1,2,0,0,0
#11,Edu Marília,1.4,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#6,Adriano Big,2.8,0,0,0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,21,18,3,16.0,19.0,10,0,83,193,9,30,22,44,12,13,25,14,39
#21,Parodi,30.2,3,0,0,1.0,2.0,6,0,16,28,2,4,5,8,0,0,7,0,7
#2,Fuller,33.3,0,1,1,2.0,3.0,2,0,14,35,3,7,2,6,1,2,2,0,2
#15,Aguiar,25.2,1,0,0,1.0,2.0,2,0,11,16,1,2,3,4,2,2,2,0,2
#12,Giovannoni,22.2,1,0,0,0.0,1.0,2,0,8,24,2,4,1,6,0,0,7,0,7
#6,Shilton,10.8,2,0,0,3.0,4.0,2,0,5,10,0,0,2,4,1,2,1,5,6
#33,Abner,3.8,1,1,0,0.0,0.0,1,1,2,2,0,0,1,1,0,0,1,0,1
#12,Humberto,15.8,0,1,0,3.0,2.0,0,0,2,10,0,2,1,2,0,0,1,1,2
#77,Gui Bento,10.0,1,0,1,2.0,2.0,1,1,2,5,0,1,1,1,0,0,0,0,0
#11,Teichmann,25.5,2,0,1,4.0,0.0,2,0,0,4,0,0,0,1,0,0,4,2,6
#3,Nicolas Ronsini,1.9,0,0,0,0.0,0.0,1,0,0,3,0,1,0,0,0,0,0,0,0
#0,Douglas Santos,9.8,0,0,2,3.0,0.0,1,0,0,4,0,0,0,2,0,0,1,0,1
#10,Gustavinho,11.7,0,1,0,0.0,0.0,3,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,4,5,20.0,16.0,24,2,60,144,8,22,16,35,4,6,29,9,38
