Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,28.2,3,1,0,1.0,3.0,2,0,19,24,2,3,6,7,1,1,4,1,5
#9,Lucas Dias,34.8,1,2,1,4.0,1.0,0,0,15,33,1,6,6,7,0,1,3,2,5
#4,Alexey,33.0,7,2,0,2.0,4.0,3,0,13,18,3,4,0,1,4,4,0,0,0
#30,Hettsheimeir,20.3,0,2,0,1.0,6.0,0,0,10,20,1,2,3,6,1,2,1,0,1
#15,Cipolini,21.9,0,0,0,0.0,1.0,3,1,9,15,1,3,2,2,2,2,4,0,4
#18,Jimmy,28.6,1,0,0,1.0,1.0,0,0,9,11,1,1,3,4,0,0,3,2,5
#7,Didi,21.1,0,0,0,2.0,3.0,0,0,7,26,0,4,2,5,3,4,2,0,2
#40,André Goes,11.7,4,1,0,3.0,0.0,1,0,0,5,0,1,0,1,0,0,3,0,3
#6,Adriano Big,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,0.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Márcio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Adyel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,8,1,15.0,19.0,12,1,82,152,9,24,22,33,11,14,24,7,31
#21,Cobb,36.0,2,2,0,1.0,1.0,3,0,17,48,2,7,5,13,1,1,3,3,6
#22,Paulo,25.1,1,0,1,1.0,0.0,1,1,14,35,2,7,4,7,0,0,0,2,2
#33,Felipe,31.0,1,1,0,3.0,1.0,0,0,13,20,3,4,2,4,0,0,5,1,6
#17,Rashaun,23.4,1,1,0,1.0,1.0,0,1,10,17,1,2,3,5,1,1,1,0,1
#10,Alex,22.5,2,0,0,4.0,4.0,2,0,8,14,2,3,0,1,2,3,0,0,0
#9,Paulinho,15.2,0,0,0,5.0,2.0,3,0,6,23,0,5,0,1,6,6,0,1,1
#34,Kurtz,11.1,0,0,0,3.0,2.0,1,0,4,6,0,0,1,1,2,4,3,2,5
#21,B. Fiorotto,26.8,2,1,2,2.0,1.0,1,0,2,9,0,1,1,3,0,0,4,2,6
#3,Brite,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Sualisson,5.9,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Victor,0.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,9,5,3,20.0,13.0,12,2,74,172,10,29,16,35,12,15,19,12,31
