Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#26,Betinho,24.1,3,1,0,4.0,3.0,1,0,24,33,3,5,6,7,3,4,3,0,3
#3,Bennett,27.5,1,0,0,3.0,4.0,0,0,13,35,2,4,2,9,3,5,1,1,2
#7,Isaac,15.2,0,0,1,1.0,4.0,0,0,9,16,1,2,1,2,4,6,0,0,0
#7,Gabriel,15.7,1,1,0,1.0,0.0,1,0,8,10,2,2,1,2,0,0,2,1,3
#13,Toledo,33.8,2,4,0,4.0,1.0,2,1,8,16,0,0,4,8,0,0,7,2,9
#14,Dawkins,26.8,4,0,0,2.0,3.0,3,0,6,33,1,7,1,5,1,2,3,1,4
#15,Renato,37.1,2,1,0,1.0,2.0,0,0,6,10,2,2,0,2,0,0,4,2,6
#50,Ware,8.7,0,0,1,4.0,1.0,2,0,5,7,1,1,1,2,0,0,2,0,2
#4,Ruivo,11.3,0,0,0,1.0,0.0,0,0,2,13,0,3,1,2,0,0,0,0,0
#24,Sena,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#44,Maicon,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,13,7,2,22.0,18.0,12,1,81,173,12,26,17,39,11,17,25,9,34
#16,Olivinha,24.5,2,0,0,0.0,3.0,0,0,18,34,3,4,4,10,1,2,5,3,8
#6,Balbi,29.3,7,3,0,2.0,5.0,3,0,16,40,1,6,6,10,1,2,4,1,5
#11,Marquinhos,26.9,2,0,0,3.0,2.0,0,0,12,26,0,4,5,6,2,2,2,0,2
#5,Davi,27.5,1,0,0,2.0,2.0,3,0,7,17,1,3,2,3,0,2,4,1,5
#7,Jhonatan,18.3,0,0,0,2.0,3.0,0,0,6,12,1,3,1,1,1,1,1,0,1
#12,Mineiro,23.8,0,0,2,3.0,1.0,3,0,6,13,1,1,1,4,1,2,4,2,6
#9,Deryk,18.6,1,1,0,1.0,2.0,0,0,4,14,0,2,1,2,2,4,0,0,0
#17,Varejão,12.9,0,0,0,2.0,1.0,2,0,2,8,0,0,1,4,0,0,5,1,6
#25,Nesbitt,18.3,0,0,0,4.0,1.0,2,0,2,7,0,1,1,2,0,0,2,3,5
#8,Ruan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,Matheusinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Crescenzi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,13,4,2,19.0,20.0,13,0,73,171,7,24,22,42,8,15,29,15,44
