Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Didi,19.5,3,1,1,0.0,4.0,1,1,23,30,1,3,8,8,4,5,3,3,6
#9,Lucas Dias,26.5,3,2,2,2.0,4.0,3,0,17,23,3,3,2,5,4,4,2,1,3
#15,Cipolini,24.4,0,1,0,1.0,2.0,1,0,12,29,1,5,4,6,1,2,5,0,5
#32,David Jackson,29.7,3,0,0,2.0,2.0,4,0,12,29,1,5,3,5,3,4,3,0,3
#18,Jimmy,25.4,0,0,0,1.0,1.0,1,0,9,18,2,4,1,2,1,2,4,0,4
#40,André Goes,24.8,0,1,1,3.0,1.0,0,0,5,11,1,3,0,0,2,2,6,0,6
#4,Alexey,21.4,5,1,0,1.0,4.0,0,0,5,9,1,1,1,3,0,0,4,0,4
#6,Adriano Big,2.7,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,1.7,0,0,0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#5,Elinho,18.7,7,3,0,0.0,0.0,2,0,0,5,0,1,0,1,0,0,0,0,0
#5,Cassiano,3.5,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Augusto,1.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,9,4,16.0,18.0,15,1,83,154,10,25,19,30,15,19,31,4,35
#24,Paranhos,26.7,0,0,0,1.0,1.0,3,1,18,20,0,0,9,10,0,0,8,1,9
#21,Wesley,26.2,1,1,0,3.0,3.0,2,0,15,27,0,2,7,10,1,1,0,2,2
#7,D. Coleman,30.5,3,0,0,4.0,4.0,0,0,12,27,3,5,1,5,1,2,1,0,1
#10,Bob,24.3,1,1,1,2.0,2.0,2,2,12,31,2,7,3,5,0,0,3,1,4
#7,Jefferson,27.3,2,0,0,1.0,2.0,1,0,5,21,1,5,1,3,0,0,2,1,3
#23,Leonardo,4.4,0,0,0,4.0,0.0,2,0,2,2,0,0,1,1,0,0,0,0,0
#0,Sam Daniel,16.5,0,1,0,0.0,2.0,1,0,2,20,0,4,1,4,0,0,4,1,5
#4,Lucas,11.3,1,0,0,0.0,2.0,0,0,0,7,0,1,0,2,0,0,0,1,1
#35,Marcos,1.9,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
#19,Gegê,28.7,6,2,0,2.0,0.0,2,0,0,14,0,4,0,1,0,0,2,1,3
#55,Augusto,2.3,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,5,1,19.0,16.0,13,3,66,171,6,28,23,42,2,3,23,10,33
