Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,Elinho,29.2,10,2,0,1.0,0.0,0,0,28,42,6,10,5,6,0,0,4,3,7
#7,Didi,23.5,0,1,0,2.0,4.0,0,1,15,32,3,8,2,3,2,2,4,0,4
#9,Lucas Dias,21.6,1,1,0,3.0,4.0,2,1,9,13,1,1,3,5,0,0,3,0,3
#32,David Jackson,16.8,1,1,0,1.0,1.0,0,0,7,14,0,2,3,3,1,2,3,1,4
#15,Cipolini,25.1,1,1,1,1.0,1.0,0,0,6,19,1,5,1,1,1,2,7,1,8
#18,Jimmy,25.4,1,0,1,2.0,1.0,1,0,6,20,0,2,2,6,2,2,3,1,4
#40,André Goes,16.3,1,1,1,2.0,0.0,0,0,4,13,0,3,2,2,0,0,0,0,0
#23,Augusto,4.7,0,0,0,1.0,1.0,1,0,3,4,0,0,1,1,1,2,1,0,1
#4,Alexey,20.8,1,2,0,2.0,2.0,2,0,2,10,0,2,1,2,0,0,4,1,5
#33,Guilherme,11.6,0,0,0,1.0,2.0,1,0,2,12,0,2,1,2,0,2,1,0,1
#3,Márcio,2.5,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#6,Adriano Big,2.5,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,16,9,3,18.0,16.0,8,2,82,179,11,35,21,31,7,12,32,7,39
#13,JP Batista,32.2,2,0,0,0.0,3.0,2,0,17,31,0,1,7,12,3,4,6,5,11
#8,Shamell,37.3,5,0,0,3.0,4.0,0,0,17,43,2,6,4,11,3,3,8,2,10
#32,Lessa,30.2,2,0,0,1.0,3.0,1,0,11,32,1,7,3,4,2,3,5,3,8
#11,Filipin,23.9,0,0,0,3.0,1.0,1,0,10,16,2,4,1,1,2,2,0,0,0
#20,Gruber,27.9,0,2,0,5.0,4.0,3,1,6,31,0,5,3,7,0,2,3,1,4
#16,João Pedro,8.1,0,0,0,2.0,1.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#23,Pecos,22.8,2,1,0,0.0,0.0,0,0,2,20,0,2,1,7,0,0,4,2,6
#35,José Carlos,2.9,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#42,Cafferata,7.9,1,0,0,1.0,2.0,1,0,0,9,0,1,0,3,0,0,1,0,1
#3,Lucas,6.9,0,0,0,1.0,0.0,1,0,0,2,0,0,0,1,0,0,1,0,1
Equipe,Equipe,0.0,12,3,0,16.0,18.0,12,1,65,186,5,26,20,47,10,14,29,16,45
