Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,32.5,4,0,0,3.0,6.0,2,0,25,37,5,7,1,4,8,8,4,1,5
#9,Lucas Dias,39.3,3,4,1,0.0,4.0,2,0,20,34,3,6,4,6,3,4,5,2,7
#18,Jimmy,31.1,0,2,0,3.0,1.0,1,0,11,16,1,2,4,5,0,0,0,0,0
#30,Hettsheimeir,16.4,0,1,0,2.0,7.0,1,0,10,23,0,3,3,3,4,8,2,1,3
#7,Didi,15.5,1,1,1,1.0,1.0,1,0,6,21,0,3,3,6,0,0,3,0,3
#15,Cipolini,14.7,1,0,0,0.0,0.0,0,1,4,10,0,2,2,2,0,0,3,1,4
#5,Elinho,26.9,4,1,1,2.0,0.0,2,0,3,14,1,2,0,4,0,0,1,0,1
#40,André Goes,9.6,1,0,0,3.0,0.0,0,0,2,8,0,2,1,1,0,0,1,1,2
#4,Alexey,14.1,2,0,0,2.0,1.0,0,0,2,8,0,2,1,1,0,0,0,0,0
#3,Márcio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Adriano Big,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,9,3,16.0,20.0,10,1,83,171,10,29,19,32,15,20,21,9,30
#11,Jefferson,33.1,3,2,0,4.0,4.0,1,0,21,38,5,8,2,6,2,2,2,1,3
#28,Lucas,33.6,2,0,2,4.0,4.0,3,1,19,42,2,7,5,8,3,5,6,6,12
#10,Alex,35.7,5,2,0,3.0,2.0,2,1,15,31,3,7,3,5,0,0,5,2,7
#2,Fúlvio,19.6,2,0,0,1.0,4.0,2,0,8,17,1,3,1,2,3,4,1,0,1
#30,Enzo,32.4,1,0,0,3.0,0.0,2,0,6,24,2,8,0,0,0,0,3,1,4
#10,Gustavo,12.3,0,0,0,3.0,0.0,0,0,4,7,0,1,2,2,0,0,1,0,1
#8,Cauê,4.9,0,0,0,2.0,0.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#4,Larry,28.1,2,2,0,0.0,1.0,3,0,2,16,0,2,1,5,0,0,5,0,5
#7,Renato,0.2,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Pará,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Vinicius,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,6,2,22.0,15.0,15,2,77,177,13,36,15,29,8,11,26,14,40
