Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#11,Jefferson,26.1,1,1,1,3.0,2.0,1,0,9,35,3,9,0,4,0,0,3,0,3
#30,Enzo,29.8,1,2,0,2.0,3.0,2,0,7,27,1,6,0,2,4,5,2,1,3
#10,Gustavo,20.8,3,0,0,1.0,1.0,1,0,6,14,2,2,0,4,0,0,4,0,4
#28,Lucas,23.7,1,1,0,1.0,3.0,1,0,6,24,0,2,1,7,4,4,4,1,5
#8,Cauê,25.1,2,1,0,1.0,1.0,1,0,5,13,1,3,1,2,0,0,4,1,5
#20,Pará,17.6,1,2,0,2.0,2.0,1,0,4,11,0,1,1,3,2,2,2,1,3
#7,Renato,13.9,0,0,0,2.0,1.0,1,1,4,11,0,1,2,3,0,2,3,0,3
#11,Vinicius,16.0,1,0,1,3.0,2.0,0,0,4,9,0,1,2,3,0,0,2,0,2
#5,André,15.7,1,0,0,2.0,0.0,1,0,2,11,0,1,1,4,0,0,0,0,0
#11,Emanuel,11.5,0,0,0,4.0,1.0,0,0,0,6,0,2,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,7,2,21.0,16.0,12,1,47,161,7,28,8,32,10,13,26,7,33
#16,Olivinha,22.7,0,2,0,2.0,2.0,1,0,14,20,2,4,4,4,0,0,3,1,4
#11,Marquinhos,16.2,1,0,0,0.0,2.0,1,0,12,25,2,5,2,4,2,2,1,1,2
#5,Davi,22.9,1,0,0,3.0,1.0,1,0,10,13,2,3,1,1,2,2,2,1,3
#9,Deryk,22.3,2,0,0,1.0,0.0,0,0,8,14,2,4,0,0,2,2,2,0,2
#17,Varejão,17.4,2,0,1,2.0,1.0,2,0,7,12,0,0,3,5,1,2,8,3,11
#8,Crescenzi,25.2,4,1,0,1.0,2.0,2,0,7,30,1,8,1,2,2,2,4,2,6
#0,João Vitor,7.2,0,0,0,0.0,4.0,0,0,5,6,0,0,0,0,5,6,3,1,4
#7,Jhonatan,23.4,3,0,0,4.0,1.0,1,1,5,22,1,6,1,2,0,0,3,2,5
#25,Nesbitt,14.0,2,0,0,1.0,4.0,2,0,3,18,0,3,1,4,1,1,5,1,6
#12,Mineiro,18.0,2,3,0,1.0,2.0,1,0,3,13,0,1,1,4,1,2,2,2,4
#10,Matheusinho,3.9,0,0,0,1.0,1.0,0,0,2,7,0,1,1,2,0,0,2,0,2
#6,Balbi,6.8,1,0,0,0.0,1.0,1,0,1,2,0,0,0,0,1,2,2,0,2
Equipe,Equipe,0.0,18,6,1,16.0,21.0,14,1,77,182,10,35,15,28,17,21,40,16,56
