Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,D. Coleman,25.9,3,5,0,1.0,4.0,1,0,21,27,4,5,2,3,5,6,3,1,4
#21,Wesley,22.0,1,1,0,1.0,2.0,1,0,16,24,2,3,4,6,2,3,2,0,2
#10,Bob,18.7,0,0,0,2.0,1.0,4,0,11,16,3,4,1,2,0,0,3,1,4
#19,Gegê,24.2,8,0,0,1.0,2.0,3,0,9,12,0,1,3,3,3,3,1,0,1
#24,Paranhos,21.8,0,0,0,0.0,1.0,0,1,8,10,0,0,4,5,0,0,9,1,10
#4,Lucas,21.9,2,0,0,1.0,0.0,2,0,7,21,1,3,2,6,0,0,3,1,4
#23,Leonardo,14.5,1,0,0,2.0,0.0,1,0,4,10,0,0,2,5,0,0,4,0,4
#7,Jefferson,24.1,1,1,0,2.0,1.0,0,0,3,17,1,5,0,1,0,0,3,0,3
#55,Augusto,5.1,0,0,0,0.0,1.0,0,0,3,3,0,0,1,1,1,1,0,0,0
#0,Sam Daniel,17.9,0,1,1,3.0,3.0,0,0,3,21,0,4,1,4,1,1,1,2,3
#11,Gui Carvalho,2.3,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,Marcos,1.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,8,1,13.0,16.0,13,1,85,161,11,25,20,36,12,14,30,7,37
#0,Cook,22.8,4,1,0,1.0,1.0,2,0,13,37,2,8,3,6,1,1,0,1,1
#4,Vezarinho,26.6,1,2,0,1.0,2.0,3,0,12,20,3,4,1,3,1,2,2,0,2
#23,Weihermann,19.6,0,1,0,1.0,0.0,1,0,11,16,3,4,1,2,0,0,1,1,2
#12,Mathias,29.0,2,2,0,3.0,1.0,1,0,9,26,1,4,3,7,0,0,7,3,10
#54,J. Socas,24.0,1,0,0,1.0,2.0,1,0,7,22,2,6,0,1,1,2,1,1,2
#14,A. Bambu,17.0,2,1,0,3.0,0.0,2,0,6,15,2,3,0,3,0,0,1,0,1
#40,Dieguinho,7.5,2,1,0,1.0,2.0,0,0,5,5,1,1,0,0,2,2,1,0,1
#10,Vezaro,21.6,3,0,1,3.0,2.0,4,0,5,12,1,2,1,3,0,0,3,1,4
#7,Jerônimo,8.6,0,0,0,0.0,2.0,0,0,4,10,0,0,2,4,0,2,0,0,0
#8,Colimerio,23.3,0,0,0,2.0,1.0,0,0,1,12,0,1,0,3,1,3,4,0,4
Equipe,Equipe,0.0,15,8,1,17.0,13.0,14,0,73,175,15,33,11,32,6,12,23,11,34
