Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Deryk,25.4,4,1,0,1.0,4.0,4,0,27,43,5,7,4,9,4,4,2,2,4
#11,Marquinhos,28.7,7,2,0,3.0,5.0,2,1,15,35,1,5,5,8,2,4,4,2,6
#17,Varejão,22.9,0,1,1,3.0,5.0,2,0,11,20,0,0,3,7,5,6,4,5,9
#6,Balbi,23.2,3,2,0,2.0,3.0,3,0,10,25,2,4,1,5,2,3,5,0,5
#12,Mineiro,17.4,1,0,2,1.0,1.0,1,0,6,13,0,0,3,6,0,1,3,0,3
#5,Davi,21.7,1,1,0,2.0,2.0,1,0,4,17,0,2,2,5,0,1,2,0,2
#7,Jhonatan,13.4,0,0,0,4.0,2.0,1,0,3,5,1,1,0,1,0,0,4,2,6
#16,Olivinha,15.4,1,0,0,1.0,0.0,0,0,3,24,1,6,0,3,0,0,0,2,2
#25,Nesbitt,20.1,1,3,0,1.0,2.0,0,0,3,15,1,3,0,3,0,0,2,0,2
#8,Crescenzi,10.5,0,1,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,2
#13,Matheus Weber,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Ruan,1.3,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,18,11,3,20.0,26.0,15,1,82,199,11,28,18,48,13,19,30,21,51
#19,Leandrinho,33.5,4,2,0,2.0,6.0,5,0,29,52,1,5,10,14,6,9,7,0,7
#7,D. Coleman,34.5,0,2,0,3.0,3.0,1,0,11,31,2,5,1,6,3,4,0,0,0
#19,Gegê,34.0,3,2,0,1.0,1.0,4,0,7,12,1,2,2,3,0,0,1,0,1
#21,Wesley,34.3,0,0,0,4.0,1.0,5,1,7,23,1,5,2,4,0,0,5,2,7
#23,Leonardo,16.9,2,0,4,4.0,3.0,3,0,4,8,0,0,2,3,0,2,5,2,7
#10,Bob,11.0,0,0,1,4.0,1.0,0,0,2,2,0,0,0,0,2,2,1,0,1
#7,Jefferson,8.0,0,0,0,3.0,0.0,1,0,0,6,0,2,0,0,0,0,0,0,0
#55,Augusto,1.3,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#24,Paranhos,20.6,1,1,1,3.0,2.0,2,0,0,10,0,0,0,4,0,2,7,1,8
#0,Sam Daniel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Lucas,6.0,0,0,0,1.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,10,7,6,26.0,17.0,22,1,60,146,5,19,17,35,11,19,28,6,34
