Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,Zach Graham,35.8,4,1,0,1.0,6.0,0,0,25,51,6,11,2,7,3,4,4,0,4
#6,Graterol,28.8,1,1,1,3.0,3.0,3,0,17,34,1,2,5,12,4,4,4,4,8
#32,Ricky Sánchez,28.0,1,0,1,4.0,3.0,2,0,12,31,2,5,1,6,4,4,6,0,6
#9,Rafa Moreira,22.8,2,2,0,3.0,0.0,1,0,10,21,2,5,2,3,0,0,3,1,4
#4,Arthur,23.9,0,1,0,3.0,4.0,2,0,8,26,0,5,2,3,4,5,4,1,5
#23,Nezinho,31.2,4,1,0,1.0,2.0,4,0,4,20,0,4,1,3,2,2,3,1,4
#13,Andrezão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Pedrinho Rava,12.3,1,0,0,2.0,1.0,0,0,0,6,0,2,0,0,0,0,2,0,2
#9,Luis,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Marcelão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#22,Pedro,11.6,2,0,1,3.0,0.0,0,0,0,12,0,4,0,0,0,0,1,0,1
#20,Rodrigo,5.5,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Equipe,Equipe,0.0,15,6,3,21.0,20.0,12,0,76,201,11,38,13,34,17,19,31,10,41
#2,Okorie,35.1,3,2,0,1.0,3.0,1,0,29,46,4,6,6,11,5,6,4,1,5
#6,Gemerson,36.7,2,1,1,2.0,5.0,3,0,15,33,2,6,3,6,3,3,9,2,11
#10,Duda,29.6,6,3,0,2.0,3.0,3,0,12,32,2,7,2,4,2,3,2,0,2
#16,Rafael,23.5,0,0,0,4.0,2.0,0,0,6,16,0,0,2,7,2,2,2,0,2
#3,Lucão,15.9,1,0,0,3.0,0.0,1,2,6,10,0,0,3,5,0,0,6,2,8
#18,Lupa,24.0,1,0,1,3.0,6.0,4,0,5,10,0,0,1,1,3,8,10,1,11
#5,Armani,7.5,0,0,0,0.0,0.0,0,0,4,15,1,3,0,2,1,2,0,0,0
#5,Pilar,2.6,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#20,Alexei,18.8,1,0,0,3.0,1.0,2,0,0,10,0,2,0,2,0,0,1,0,1
#8,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,6,2,20.0,20.0,14,2,77,174,9,24,17,39,16,24,38,8,46
