Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#28,Lucas,31.9,1,2,0,3.0,8.0,1,0,20,34,0,2,8,11,4,6,7,2,9
#10,Gustavo,36.8,2,0,0,3.0,1.0,3,0,18,31,5,9,1,1,1,2,3,1,4
#4,Larry,16.1,4,0,0,1.0,2.0,0,0,10,16,1,1,2,5,3,3,1,0,1
#7,Renato,18.9,1,0,0,2.0,2.0,0,0,7,16,0,2,3,4,1,2,3,1,4
#8,Cauê,23.3,3,0,0,2.0,0.0,0,0,6,9,2,3,0,0,0,0,3,0,3
#30,Enzo,35.7,4,1,0,3.0,1.0,3,0,6,27,1,7,1,2,1,2,1,1,2
#2,Fúlvio,11.1,2,0,0,0.0,2.0,1,0,5,10,1,2,1,2,0,0,0,0,0
#11,Vinicius,8.5,0,0,0,1.0,2.0,3,0,4,6,0,0,0,1,4,4,2,0,2
#20,Pará,0.8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Gui Santos,16.9,2,0,0,1.0,0.0,2,0,0,4,0,0,0,2,0,0,3,0,3
#11,Emanuel,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,3,0,16.0,18.0,14,0,76,153,10,26,16,28,14,19,27,9,36
#2,Okorie,32.9,10,2,1,2.0,2.0,0,0,19,38,3,6,4,9,2,2,0,0,0
#10,Duda,38.1,4,3,0,2.0,3.0,1,0,17,34,5,10,0,1,2,2,3,1,4
#3,Lucão,26.0,1,0,1,4.0,2.0,2,0,15,20,0,0,7,8,1,4,5,3,8
#6,Gemerson,36.3,3,0,0,2.0,5.0,0,0,11,29,1,3,4,9,0,2,6,1,7
#20,Alexei,14.1,0,1,0,1.0,2.0,2,0,7,15,1,3,2,3,0,0,0,0,0
#5,Pilar,21.1,1,0,0,0.0,1.0,1,0,5,10,1,2,1,2,0,0,1,1,2
#5,Armani,12.3,2,0,0,2.0,1.0,0,0,2,10,0,2,1,2,0,0,2,0,2
#16,Rafael,5.6,0,0,0,0.0,0.0,0,0,2,4,0,0,1,2,0,0,1,1,2
#18,Lupa,13.5,0,1,0,5.0,0.0,0,1,2,6,0,0,1,3,0,0,2,1,3
#35,L. Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,7,2,18.0,16.0,7,1,80,166,11,26,21,39,5,10,23,8,31
