Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Yago,29.1,5,2,0,4.0,9.0,4,0,22,42,2,6,3,6,10,12,0,1,1
#33,Eddy,28.2,2,0,0,5.0,1.0,2,0,19,29,5,8,2,2,0,1,5,0,5
#23,Léo Meindl,32.7,6,0,0,5.0,7.0,0,0,19,37,1,4,5,8,6,9,6,3,9
#14,Georginho,29.9,2,0,0,2.0,2.0,4,0,17,25,3,5,3,4,2,2,3,1,4
#44,Renan,12.4,0,1,1,4.0,2.0,1,1,10,13,0,1,3,3,4,4,2,1,3
#87,Guilherme,22.7,3,0,1,2.0,3.0,1,1,8,16,0,0,4,8,0,0,2,2,4
#10,Vitão,25.3,1,0,0,3.0,0.0,1,0,3,8,1,2,0,0,0,0,1,0,1
#11,Antonio,10.5,1,0,0,2.0,1.0,0,0,2,9,0,2,1,1,0,1,0,0,0
#5,Beto,7.2,1,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0
#13,Alex,2.1,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,3,2,29.0,25.0,15,2,100,179,12,28,21,32,22,29,22,9,31
#4,Cauê,36.5,7,3,0,4.0,6.0,4,0,26,46,4,6,5,11,4,6,3,2,5
#10,Coelho,31.9,6,1,0,3.0,5.0,2,0,23,34,4,7,2,2,7,9,1,2,3
#5,Jamaal,28.3,4,0,0,2.0,5.0,1,0,19,36,2,7,5,5,3,5,0,1,1
#3,Mogi,23.7,0,0,0,1.0,3.0,2,0,10,21,1,3,3,5,1,2,1,2,3
#15,Diego,11.2,0,2,0,3.0,5.0,0,0,8,14,0,0,0,2,8,10,2,1,3
#36,Arthur,30.5,3,2,0,2.0,0.0,3,0,8,26,2,6,1,4,0,0,3,2,5
#35,Maique,6.8,0,0,0,4.0,1.0,1,0,6,11,0,0,3,5,0,1,0,5,5
#10,Ansaloni,22.8,1,1,1,3.0,2.0,1,0,2,12,0,2,1,3,0,0,7,1,8
#0,Guga,6.4,1,0,0,2.0,1.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#13,Jackson,0.7,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Pedro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Fabrício,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,22,9,1,27.0,28.0,15,0,104,204,13,31,21,39,23,33,20,21,41
