Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Lucas Dias,30.4,1,2,1,0.0,5.0,1,1,20,33,2,5,6,8,2,2,3,4,7
#32,David Jackson,28.3,6,2,0,1.0,3.0,1,0,19,33,1,2,5,10,6,7,3,0,3
#40,André Goes,15.4,1,1,0,1.0,0.0,0,0,13,15,3,3,2,3,0,0,3,0,3
#15,Cipolini,20.9,0,1,0,3.0,3.0,4,0,10,23,3,5,0,3,1,2,3,0,3
#4,Alexey,15.0,3,1,0,1.0,1.0,2,0,6,11,0,0,3,5,0,1,0,0,0
#18,Jimmy,25.1,0,0,0,1.0,2.0,1,0,6,12,0,0,3,6,0,0,2,1,3
#5,Elinho,25.0,6,2,0,2.0,3.0,2,0,5,14,1,4,1,1,0,0,4,1,5
#33,Guilherme,9.9,1,1,0,2.0,0.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#6,Adriano Big,5.2,0,0,0,2.0,0.0,1,0,2,2,0,0,1,1,0,0,2,0,2
#7,Didi,19.3,2,0,0,2.0,0.0,2,0,0,14,0,2,0,4,0,0,3,0,3
#3,Márcio,4.5,0,0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Augusto,1.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,10,2,18.0,17.0,15,1,83,161,10,21,22,43,9,12,25,9,34
#4,Arthur,22.0,0,0,0,3.0,0.0,0,0,15,22,1,2,6,8,0,0,3,1,4
#9,Rafa Moreira,14.4,1,1,0,3.0,0.0,1,0,12,18,4,6,0,0,0,0,3,2,5
#6,Graterol,24.6,1,0,1,2.0,4.0,1,0,12,22,1,2,4,7,1,2,8,2,10
#13,Andrezão,20.9,1,1,0,2.0,1.0,0,0,10,16,0,1,5,6,0,1,0,3,3
#3,Gui Santos,17.0,0,1,0,1.0,2.0,0,0,7,17,1,3,1,3,2,2,1,0,1
#32,Zach Graham,33.2,1,0,1,1.0,2.0,7,0,4,23,0,4,1,4,2,3,2,1,3
#30,Von Haydin,5.8,0,0,0,0.0,0.0,0,0,3,8,1,2,0,1,0,0,0,0,0
#23,Nezinho,24.1,7,2,1,3.0,4.0,7,0,2,16,0,4,1,2,0,0,1,0,1
#7,Pedrinho Rava,16.1,4,1,0,1.0,3.0,3,0,2,9,0,1,0,1,2,4,0,1,1
#6,Ronald,17.3,1,0,0,2.0,1.0,1,0,2,7,0,1,0,1,2,2,4,0,4
#5,Marcelão,4.8,0,0,0,1.0,0.0,1,0,0,2,0,0,0,1,0,0,0,1,1
#22,Pedro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,6,3,19.0,17.0,22,0,69,160,8,26,18,34,9,14,24,11,35
