Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,30.5,2,1,0,0.0,1.0,0,0,28,36,9,11,0,1,1,1,3,0,3
#7,Didi,22.9,2,2,0,0.0,2.0,3,1,20,39,5,9,2,5,1,2,1,0,1
#15,Cipolini,20.4,1,0,0,3.0,3.0,1,4,17,24,1,2,6,8,2,2,5,1,6
#18,Jimmy,23.5,1,2,0,2.0,0.0,2,0,16,22,2,4,5,5,0,0,0,1,1
#4,Alexey,23.3,8,1,0,3.0,2.0,2,0,6,12,2,4,0,0,0,0,4,1,5
#9,Lucas Dias,24.1,3,0,2,4.0,6.0,1,0,4,11,0,1,2,4,0,0,5,1,6
#40,André Goes,29.9,4,1,0,2.0,0.0,3,0,4,14,0,2,2,4,0,0,3,2,5
#5,Elinho,16.7,5,0,0,2.0,0.0,1,0,4,9,0,1,2,3,0,0,1,0,1
#23,Augusto,2.7,0,0,0,0.0,1.0,0,0,2,2,0,0,0,0,2,2,2,0,2
#5,Cassiano,3.1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Adriano Big,2.1,0,0,0,2.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,2
#33,Guilherme,10.8,3,0,0,3.0,0.0,0,0,0,11,0,3,0,1,0,0,0,1,1
Equipe,Equipe,0.0,30,7,2,22.0,15.0,15,5,101,180,19,37,19,31,6,7,29,10,39
#2,Okorie,35.1,1,4,0,1.0,2.0,1,0,17,41,4,8,2,7,1,3,1,0,1
#6,Gemerson,40.0,3,1,0,2.0,5.0,3,0,14,34,2,4,2,9,4,4,6,1,7
#16,Rafael,19.8,1,0,0,3.0,2.0,2,0,13,18,0,1,6,7,1,1,2,3,5
#3,Lucão,19.8,0,0,0,2.0,5.0,1,1,11,19,0,0,3,6,5,7,2,4,6
#10,Duda,26.4,3,2,1,3.0,2.0,4,0,7,22,2,5,0,3,1,1,2,0,2
#18,Lupa,18.9,1,0,0,0.0,0.0,2,0,6,8,0,0,3,4,0,0,2,1,3
#5,Armani,18.7,5,3,0,0.0,3.0,1,0,5,16,0,2,1,3,3,4,2,0,2
#20,Alexei,13.4,0,2,0,4.0,1.0,1,0,2,10,0,2,1,2,0,0,2,0,2
#8,Gabriel,3.1,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#35,L. Felipe,4.9,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,14,12,1,17.0,20.0,17,1,75,172,8,22,18,43,15,20,20,13,33
