Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Jhonatan,23.4,1,5,0,1.0,3.0,0,0,23,32,3,5,6,7,2,3,2,2,4
#11,Marquinhos,23.2,4,0,0,0.0,2.0,1,0,15,38,3,8,3,7,0,0,1,3,4
#25,Nesbitt,21.2,1,1,0,3.0,4.0,2,2,15,23,1,3,5,6,2,2,5,1,6
#12,Mineiro,27.3,4,1,0,1.0,3.0,3,0,11,17,0,0,5,8,1,1,3,2,5
#16,Olivinha,19.0,0,1,0,1.0,0.0,0,0,7,14,1,2,2,4,0,0,4,3,7
#6,Balbi,22.5,7,0,0,3.0,1.0,2,0,7,21,1,3,2,6,0,0,4,2,6
#9,Deryk,19.6,0,2,0,1.0,2.0,6,0,5,10,1,2,1,2,0,0,0,0,0
#5,Davi,23.2,8,0,0,2.0,0.0,1,0,5,16,1,4,1,2,0,0,3,0,3
#8,Crescenzi,11.4,0,1,0,1.0,0.0,0,0,3,7,1,1,0,2,0,0,0,0,0
#10,Matheusinho,1.9,0,0,0,0.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#0,João Vitor,7.4,1,1,1,3.0,0.0,0,0,0,4,0,0,0,2,0,0,0,0,0
#17,Varejão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,26,12,1,16.0,15.0,17,2,93,184,12,28,26,47,5,6,22,14,36
#1,Deodato,37.0,0,2,1,0.0,2.0,3,1,23,32,2,4,7,8,3,4,2,0,2
#20,Gruber,29.7,1,0,0,2.0,2.0,1,1,11,24,1,2,3,8,2,2,4,2,6
#13,JP Batista,28.2,3,2,0,3.0,5.0,5,0,11,22,0,0,3,8,5,6,7,2,9
#35,José Carlos,13.3,1,0,0,2.0,2.0,1,0,8,15,1,3,1,1,3,4,0,1,1
#8,Shamell,27.1,5,3,0,2.0,0.0,2,0,7,16,1,4,2,2,0,0,2,0,2
#23,Pecos,24.0,4,1,0,2.0,2.0,5,0,5,10,1,2,1,2,0,0,1,0,1
#42,Cafferata,18.9,4,0,0,3.0,1.0,1,0,5,13,1,3,0,1,2,2,1,0,1
#16,João Pedro,11.0,0,2,0,0.0,2.0,0,0,3,10,0,0,1,4,1,2,0,0,0
#3,Lucas,3.5,0,1,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#32,Lessa,6.1,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1
#8,Colina,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,11,1,16.0,16.0,21,2,73,142,7,18,18,34,16,20,21,5,26
