Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#24,Douglas Nunes,36.1,1,1,0,2.0,5.0,2,1,15,35,1,4,5,10,2,3,5,1,6
#32,Sahdi,27.7,6,0,0,4.0,2.0,2,0,15,40,3,10,2,4,2,2,1,0,1
#8,Dedé,21.4,0,1,0,2.0,2.0,0,0,11,33,0,4,3,8,5,5,3,2,5
#12,Pedro,25.9,2,3,0,0.0,3.0,3,0,6,14,1,1,1,3,1,5,2,2,4
#9,Pastor,20.8,0,0,0,4.0,1.0,0,0,5,9,1,1,1,3,0,0,3,2,5
#44,Coimbra,16.9,0,0,0,4.0,2.0,3,0,4,14,0,1,2,5,0,1,3,1,4
#13,Schneider,21.1,2,3,0,2.0,0.0,0,0,3,25,1,7,0,2,0,0,1,0,1
#5,Hélio,12.2,0,0,0,2.0,1.0,0,0,2,11,0,3,0,0,2,2,1,2,3
#21,Conceição,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Guirro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Eugeniusz,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#15,Márcio,17.8,1,1,0,4.0,0.0,0,0,0,11,0,3,0,1,0,0,2,1,3
Equipe,Equipe,0.0,12,9,0,24.0,16.0,10,1,61,192,7,34,14,36,12,18,24,14,38
#2,Fuller,35.6,1,0,0,1.0,10.0,2,0,24,37,2,4,4,7,10,11,6,0,6
#21,Parodi,34.3,7,1,0,2.0,3.0,4,0,12,35,2,7,3,7,0,0,2,0,2
#11,Teichmann,24.4,1,3,1,4.0,1.0,3,3,8,8,0,0,4,4,0,0,6,2,8
#12,Giovannoni,22.0,3,2,0,2.0,4.0,1,0,7,19,0,0,1,6,5,7,5,1,6
#12,Humberto,21.2,0,0,0,2.0,1.0,0,0,6,15,1,3,1,2,1,2,1,0,1
#15,Aguiar,19.3,0,0,0,0.0,2.0,1,0,6,12,1,2,1,2,1,2,1,0,1
#0,Douglas Santos,14.6,0,0,0,1.0,1.0,1,0,5,10,0,0,2,4,1,2,3,2,5
#33,Abner,4.2,0,0,0,0.0,0.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#10,Gustavinho,5.7,1,0,0,3.0,1.0,1,0,2,7,0,1,1,2,0,0,1,1,2
#3,Nicolas Ronsini,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Shilton,14.8,2,0,0,2.0,1.0,1,0,0,2,0,0,0,1,0,0,8,1,9
#77,Gui Bento,3.9,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,15,6,1,18.0,24.0,16,3,72,147,6,17,18,36,18,24,37,8,45
