Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Fuller,30.7,1,1,0,2.0,7.0,1,0,24,51,2,9,4,7,10,10,3,0,3
#15,Aguiar,24.4,0,1,0,1.0,1.0,0,0,15,36,3,6,3,9,0,0,0,1,1
#1,Fischer,30.8,3,1,0,3.0,3.0,1,0,14,28,0,2,6,10,2,2,3,0,3
#0,Douglas Santos,14.9,0,0,0,5.0,3.0,1,0,8,20,0,1,3,6,2,5,4,3,7
#12,Giovannoni,17.4,1,0,0,3.0,1.0,1,0,6,22,0,2,2,7,2,2,3,1,4
#11,Teichmann,22.6,1,0,0,4.0,1.0,1,1,6,6,0,0,3,3,0,0,2,2,4
#6,Shilton,17.9,1,0,0,2.0,3.0,0,0,3,6,0,0,1,2,1,2,4,3,7
#3,Nicolas Ronsini,7.2,1,3,0,1.0,0.0,0,0,2,4,0,0,1,2,0,0,1,1,2
#12,Humberto,21.7,2,0,1,4.0,1.0,1,0,2,11,0,3,1,1,0,0,3,3,6
#77,Gui Bento,8.7,0,1,0,3.0,0.0,0,0,0,3,0,1,0,0,0,0,0,1,1
#10,Gustavinho,3.8,2,0,0,0.0,0.0,0,0,0,4,0,0,0,2,0,0,0,0,0
#33,Abner,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,7,1,28.0,20.0,7,1,80,191,5,24,24,49,17,21,26,16,42
#9,Lucas Dias,32.3,0,0,1,3.0,6.0,1,1,23,34,1,3,7,9,6,7,7,0,7
#7,Didi,24.4,1,1,0,2.0,2.0,0,1,17,30,3,6,2,4,4,4,1,0,1
#32,David Jackson,33.4,4,0,0,1.0,4.0,1,0,14,28,1,4,4,6,3,4,6,0,6
#15,Cipolini,27.1,1,0,0,3.0,4.0,1,0,13,22,1,2,2,4,6,8,2,1,3
#5,Elinho,28.2,5,0,0,3.0,6.0,4,0,6,14,0,1,2,4,2,3,1,0,1
#40,André Goes,18.5,2,2,0,3.0,1.0,0,0,5,14,0,2,2,3,1,2,5,2,7
#4,Alexey,13.1,1,1,0,2.0,3.0,2,0,5,8,0,1,0,0,5,5,5,1,6
#18,Jimmy,18.8,1,0,0,3.0,1.0,0,0,0,12,0,2,0,3,0,0,2,1,3
#6,Adriano Big,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Cassiano,0.8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Augusto,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,4,1,21.0,27.0,11,2,83,162,6,21,19,33,27,33,31,5,36
