Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#1,Fischer,26.5,8,0,0,4.0,4.0,3,0,21,28,5,6,3,5,0,0,1,0,1
#2,Fuller,28.9,4,0,1,1.0,7.0,3,0,20,38,3,7,4,7,3,3,3,1,4
#12,Giovannoni,28.8,1,1,0,2.0,1.0,0,0,13,27,0,1,6,11,1,2,6,1,7
#12,Humberto,25.9,1,0,1,4.0,3.0,2,0,12,18,0,2,4,4,4,4,1,1,2
#6,Shilton,26.4,3,1,0,3.0,7.0,1,1,10,19,0,0,3,5,4,9,0,2,2
#10,Gustavinho,11.1,3,3,0,3.0,1.0,2,0,5,8,1,2,0,0,2,2,1,0,1
#0,Douglas Santos,9.4,0,0,0,0.0,0.0,0,0,4,6,0,0,2,3,0,0,1,0,1
#3,Nicolas Ronsini,2.5,0,0,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,0,1,1
#11,Teichmann,12.5,0,3,0,5.0,1.0,1,0,2,2,0,0,1,1,0,0,2,0,2
#15,Aguiar,17.2,1,0,0,1.0,0.0,0,0,2,12,0,0,1,6,0,0,0,0,0
#33,Abner,2.4,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,1,1
#77,Gui Bento,4.3,0,0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,8,2,29.0,24.0,14,1,91,162,9,18,25,44,14,20,17,10,27
#32,Zach Graham,34.1,4,1,1,1.0,7.0,4,0,29,40,1,1,6,11,14,15,4,1,5
#4,Arthur,24.7,0,0,0,2.0,3.0,3,0,12,21,0,1,5,8,2,2,1,1,2
#22,Pedro,21.5,0,1,1,5.0,2.0,2,0,11,16,3,4,0,1,2,2,0,1,1
#23,Nezinho,28.9,8,1,1,4.0,9.0,5,0,10,20,1,3,2,4,3,3,3,0,3
#7,Pedrinho Rava,7.6,0,0,0,0.0,0.0,0,0,5,7,1,1,1,2,0,0,1,0,1
#9,Rafa Moreira,18.5,1,1,0,4.0,0.0,2,0,5,10,1,2,1,2,0,0,1,1,2
#6,Graterol,27.3,1,0,1,1.0,4.0,3,0,3,17,0,2,1,4,1,3,3,4,7
#13,Andrezão,11.6,0,0,0,2.0,0.0,0,0,2,8,0,0,1,4,0,0,0,1,1
#20,Rodrigo,7.4,0,1,0,2.0,1.0,0,0,2,4,0,0,1,1,0,2,0,2,2
#9,Luis,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#32,Ricky Sánchez,18.2,1,1,0,4.0,0.0,2,0,0,3,0,1,0,0,0,0,5,0,5
Equipe,Equipe,0.0,15,6,4,25.0,26.0,21,0,79,146,7,15,18,37,22,27,20,13,33
