Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#14,Georginho,30.0,3,1,2,1.0,3.0,1,2,14,30,1,4,4,7,3,4,0,0,0
#10,Vitão,22.8,3,2,1,2.0,1.0,1,0,12,16,2,2,3,5,0,0,3,3,6
#2,Yago,30.1,4,1,0,2.0,4.0,5,0,11,15,1,2,3,3,2,3,3,0,3
#23,Léo Meindl,30.0,3,0,0,2.0,5.0,3,0,10,33,0,3,4,8,2,6,11,2,13
#87,Guilherme,23.2,1,0,1,4.0,1.0,0,1,9,18,0,2,4,5,1,2,2,4,6
#11,Antonio,14.5,2,1,0,1.0,0.0,2,0,8,10,2,2,1,2,0,0,3,0,3
#33,Eddy,19.0,2,1,0,1.0,0.0,2,0,6,17,2,5,0,1,0,0,3,1,4
#17,Du Sommer,9.7,0,0,0,2.0,2.0,3,1,4,6,0,0,2,2,0,0,0,2,2
#44,Renan,12.6,1,0,0,2.0,1.0,1,0,0,10,0,2,0,2,0,0,0,0,0
#13,Alex,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Beto,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Roquemore,8.2,0,0,0,0.0,3.0,2,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,19,6,4,18.0,20.0,21,4,74,158,8,23,21,35,8,15,27,13,40
#28,Lucas,32.8,4,1,0,2.0,2.0,1,0,19,35,1,5,8,10,0,0,7,4,11
#4,Larry,34.3,4,3,0,1.0,7.0,1,0,13,29,0,2,6,11,1,1,5,0,5
#10,Gustavo,25.6,2,2,0,3.0,2.0,2,0,10,21,1,4,3,4,1,1,0,1,1
#30,Enzo,34.6,0,1,0,4.0,0.0,1,0,10,25,2,7,2,2,0,0,2,0,2
#11,Jefferson,21.6,2,2,1,4.0,3.0,2,0,9,21,2,4,1,4,1,1,1,0,1
#2,Fúlvio,21.2,6,0,0,3.0,0.0,4,0,7,16,2,5,0,0,1,1,2,0,2
#10,Alex,6.1,0,1,0,1.0,1.0,3,0,4,6,0,0,2,3,0,0,0,1,1
#7,Renato,2.0,0,0,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#8,Cauê,15.3,1,2,0,1.0,1.0,0,0,2,15,0,3,1,3,0,0,1,0,1
#20,Pará,1.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Vinicius,5.5,0,0,0,0.0,1.0,1,0,0,2,0,0,0,1,0,0,1,0,1
Equipe,Equipe,0.0,19,12,1,21.0,17.0,15,0,76,172,8,30,24,39,4,4,20,10,30
