Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#10,Ansaloni,24.0,4,0,0,3.0,1.0,4,1,18,23,4,4,3,5,0,1,3,1,4
#4,Cauê,35.7,0,0,0,1.0,4.0,3,0,16,26,1,1,3,8,7,7,4,3,7
#5,Jamaal,26.6,2,1,0,2.0,2.0,3,0,14,27,2,5,4,6,0,0,0,0,0
#10,Coelho,30.1,4,2,0,1.0,2.0,2,0,10,23,2,6,2,2,0,1,4,1,5
#15,Diego,17.1,1,0,0,4.0,4.0,0,0,9,15,1,1,2,5,2,2,1,4,5
#36,Arthur,29.5,1,0,0,1.0,2.0,0,0,8,25,2,7,1,2,0,0,5,1,6
#3,Mogi,15.9,1,0,0,0.0,0.0,0,0,2,8,0,2,1,1,0,0,0,0,0
#13,Jackson,8.3,1,1,0,2.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#35,Maique,8.0,0,0,0,2.0,1.0,1,0,0,8,0,2,0,1,0,0,1,0,1
#3,Pedro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Guga,4.8,0,0,0,0.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
#11,Fabrício,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,4,0,16.0,16.0,13,1,79,162,12,29,17,32,9,11,20,11,31
#7,D. Coleman,33.7,0,0,0,1.0,1.0,4,1,18,32,3,7,4,5,1,1,1,0,1
#21,Wesley,26.9,3,1,1,2.0,2.0,1,2,15,21,1,3,6,6,0,0,3,1,4
#7,Jefferson,20.3,0,5,0,1.0,0.0,2,0,7,22,1,4,2,5,0,0,2,0,2
#23,Leonardo,19.7,1,0,1,2.0,3.0,0,1,6,17,0,1,3,7,0,0,5,5,10
#19,Leandrinho,28.4,3,1,0,4.0,2.0,4,0,6,18,0,2,3,6,0,0,3,0,3
#0,Sam Daniel,6.7,0,0,0,0.0,0.0,0,0,4,19,0,3,2,5,0,0,1,2,3
#24,Paranhos,11.7,1,0,0,3.0,1.0,1,0,4,6,0,0,2,3,0,0,1,1,2
#4,Lucas,14.8,1,1,0,1.0,0.0,1,0,2,4,0,0,1,2,0,0,1,0,1
#10,Bob,8.4,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,0,1,1
#55,Augusto,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#19,Gegê,29.6,6,1,0,3.0,3.0,1,0,0,7,0,2,0,0,0,1,4,1,5
Equipe,Equipe,0.0,15,9,2,18.0,12.0,16,4,62,149,5,23,23,39,1,2,23,12,35
