Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Roquemore,33.5,0,0,0,3.0,3.0,3,0,24,32,5,7,3,4,3,3,6,1,7
#2,Yago,32.6,7,0,0,1.0,4.0,4,0,21,33,3,5,3,6,6,6,5,1,6
#23,Léo Meindl,31.3,5,1,0,1.0,5.0,5,0,21,38,4,6,4,8,1,4,8,2,10
#17,Du Sommer,28.3,1,2,0,2.0,5.0,1,1,10,19,0,1,3,5,4,6,4,1,5
#11,Antonio,25.6,0,1,0,4.0,2.0,2,0,10,18,2,4,0,1,4,4,0,2,2
#33,Eddy,8.8,1,0,0,2.0,0.0,0,0,6,8,2,2,0,1,0,0,1,0,1
#14,Georginho,14.6,2,0,1,1.0,0.0,2,0,3,5,1,1,0,1,0,0,0,0,0
#44,Renan,7.4,2,0,2,2.0,0.0,0,1,2,10,0,2,1,2,0,0,1,0,1
#20,Dikembe,3.7,0,0,0,1.0,2.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#3,Danilo,0.5,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#87,Guilherme,8.0,1,0,0,4.0,1.0,1,0,0,7,0,1,0,2,0,0,0,0,0
#10,Vitão,5.9,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,5,3,21.0,22.0,19,2,97,175,17,30,14,31,18,23,33,10,43
#16,Olivinha,24.3,1,2,0,1.0,2.0,0,0,28,56,4,12,6,8,4,4,3,1,4
#9,Deryk,23.8,1,2,0,2.0,2.0,1,0,12,32,2,8,3,4,0,0,2,0,2
#17,Varejão,14.8,0,0,0,4.0,4.0,3,0,11,15,0,1,4,4,3,4,1,2,3
#12,Mineiro,18.0,0,0,0,1.0,2.0,0,1,9,18,0,0,3,7,3,4,1,0,1
#6,Balbi,26.5,9,2,0,3.0,1.0,3,0,8,20,2,4,0,3,2,2,5,0,5
#11,Marquinhos,21.4,1,0,0,2.0,3.0,0,0,7,17,0,2,1,3,5,5,1,0,1
#8,Crescenzi,16.4,1,0,0,3.0,2.0,0,0,5,8,1,2,0,0,2,2,2,0,2
#25,Nesbitt,17.4,0,2,0,3.0,2.0,1,0,4,19,0,5,2,2,0,0,3,1,4
#10,Matheusinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Jhonatan,22.9,0,1,0,4.0,2.0,1,0,0,10,0,2,0,2,0,0,1,1,2
#5,Davi,14.8,3,0,0,0.0,0.0,1,0,0,4,0,0,0,2,0,0,2,2,4
#0,João Vitor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,9,0,24.0,20.0,10,1,84,199,9,36,19,35,19,21,22,10,32
