Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#14,Dawkins,29.7,2,2,0,2.0,3.0,3,0,20,34,4,6,3,6,2,4,4,1,5
#3,Bennett,34.5,5,2,0,1.0,2.0,4,0,18,28,3,5,4,6,1,1,1,0,1
#15,Renato,33.8,1,1,0,1.0,4.0,1,2,17,25,2,2,5,9,1,1,4,4,8
#7,Isaac,32.1,2,0,1,2.0,4.0,1,0,16,30,2,6,4,5,2,2,1,1,2
#26,Betinho,24.1,1,0,1,2.0,4.0,2,0,14,27,1,3,3,6,5,6,6,0,6
#13,Toledo,18.1,1,2,0,3.0,3.0,0,1,6,12,0,0,3,6,0,0,2,1,3
#4,Ruivo,15.9,5,1,0,0.0,1.0,1,0,1,11,0,3,0,0,1,2,1,0,1
#7,Gabriel,7.7,0,0,0,3.0,0.0,1,0,0,3,0,1,0,0,0,0,1,1,2
#24,Sena,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Ware,4.1,0,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,8,3,15.0,21.0,13,3,92,170,12,26,22,38,12,16,20,11,31
#28,Lucas,32.4,1,0,1,1.0,5.0,2,0,28,50,2,6,8,12,6,8,2,3,5
#30,Enzo,35.9,4,0,0,4.0,2.0,1,0,16,31,4,7,2,5,0,0,7,0,7
#10,Gustavo,27.7,3,3,0,3.0,4.0,0,0,12,23,0,3,4,4,4,6,3,2,5
#4,Larry,28.6,7,4,0,2.0,0.0,4,0,12,29,2,5,3,7,0,0,1,2,3
#8,Cauê,25.7,2,0,1,3.0,0.0,0,0,6,8,2,2,0,1,0,0,1,0,1
#11,Vinicius,7.6,0,1,0,3.0,2.0,2,0,4,6,0,0,1,1,2,4,1,0,1
#7,Renato,12.8,0,0,0,2.0,0.0,1,0,2,6,0,0,1,3,0,0,2,3,5
#3,Gui Santos,11.3,0,1,0,1.0,1.0,0,0,1,5,0,1,0,0,1,2,0,0,0
#2,Fúlvio,16.8,6,1,0,1.0,1.0,3,0,0,2,0,0,0,1,0,0,1,0,1
#20,Pará,1.4,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,23,10,2,21.0,15.0,15,0,81,160,10,24,19,34,13,20,19,10,29
