Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#19,Leandrinho,37.8,8,0,0,4.0,9.0,4,0,24,45,4,7,4,9,4,6,4,1,5
#7,D. Coleman,31.5,1,2,0,4.0,3.0,3,1,18,35,2,7,4,5,4,4,3,1,4
#24,Paranhos,22.8,0,0,0,4.0,2.0,4,0,14,24,0,0,6,10,2,2,4,4,8
#23,Leonardo,8.8,1,0,0,1.0,2.0,1,1,10,17,0,0,4,7,2,3,5,4,9
#19,Gegê,35.1,6,3,0,2.0,3.0,1,0,10,21,1,4,1,2,5,5,4,1,5
#21,Wesley,15.7,0,2,1,5.0,2.0,1,0,7,8,0,0,2,2,3,4,3,2,5
#55,Augusto,13.2,0,0,0,1.0,0.0,0,0,5,13,1,3,1,2,0,0,0,3,3
#0,Sam Daniel,1.0,0,0,0,0.0,0.0,1,0,3,3,1,1,0,0,0,0,1,0,1
#4,Lucas,5.6,0,0,0,0.0,0.0,0,0,2,5,0,1,1,1,0,0,0,0,0
#10,Bob,11.0,0,0,0,3.0,0.0,2,0,0,4,0,0,0,2,0,0,1,1,2
#35,Marcos,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Jefferson,17.7,2,1,0,0.0,4.0,3,0,0,7,0,1,0,2,0,0,1,0,1
Equipe,Equipe,0.0,18,8,1,24.0,25.0,21,2,93,182,9,24,23,42,20,24,30,17,47
#11,Jefferson,28.7,2,1,4,3.0,9.0,2,0,34,42,5,6,6,8,7,8,3,0,3
#10,Gustavo,24.4,1,0,0,3.0,1.0,0,0,14,18,2,2,4,5,0,2,2,1,3
#4,Larry,31.0,2,2,0,1.0,1.0,5,0,14,27,2,3,3,8,2,2,1,0,1
#10,Alex,32.6,7,1,1,3.0,5.0,0,0,11,28,0,4,2,4,7,8,5,0,5
#2,Fúlvio,23.0,4,2,0,5.0,3.0,2,0,8,23,1,5,2,3,1,2,1,0,1
#30,Enzo,31.2,4,4,2,5.0,2.0,1,0,6,21,1,5,0,1,3,4,2,0,2
#7,Renato,11.7,0,0,0,2.0,0.0,1,0,2,8,0,0,1,3,0,0,1,2,3
#28,Lucas,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Pará,1.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Vinicius,4.7,0,0,0,2.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
#8,Cauê,11.3,0,0,1,2.0,1.0,0,0,0,8,0,2,0,1,0,0,2,0,2
Equipe,Equipe,0.0,20,10,8,26.0,22.0,12,0,89,177,11,27,18,34,20,26,21,5,26
