Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Bennett,26.3,0,1,0,1.0,3.0,1,0,16,30,0,2,7,10,2,4,2,0,2
#15,Renato,28.8,3,3,3,2.0,1.0,2,0,14,21,2,3,3,5,2,2,6,3,9
#14,Dawkins,23.0,2,1,0,3.0,1.0,2,0,11,23,2,5,2,3,1,2,3,1,4
#26,Betinho,18.1,3,0,0,4.0,3.0,1,0,10,20,2,4,1,3,2,2,1,0,1
#7,Isaac,24.8,2,1,0,1.0,6.0,2,0,8,15,2,4,0,0,2,3,3,0,3
#4,Ruivo,18.6,3,4,0,1.0,1.0,1,0,7,18,1,4,2,3,0,0,1,0,1
#7,Gabriel,16.5,1,0,0,2.0,0.0,3,0,5,16,1,4,1,2,0,0,4,0,4
#13,Toledo,20.4,2,3,1,2.0,3.0,0,0,4,12,0,0,1,4,2,4,4,2,6
#42,Mamedes,7.8,0,0,0,1.0,1.0,0,0,4,7,0,1,1,1,2,2,0,0,0
#24,Sena,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Ware,13.1,0,0,0,2.0,1.0,2,0,0,5,0,1,0,1,0,0,1,0,1
#44,Maicon,1.3,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,13,5,19.0,20.0,15,0,79,167,10,28,18,32,13,19,28,9,37
#9,Rafa Moreira,25.6,2,1,0,3.0,0.0,2,0,14,21,2,3,4,6,0,0,1,1,2
#32,Ricky Sánchez,24.1,2,0,0,4.0,1.0,1,0,12,19,2,3,3,5,0,0,2,0,2
#20,Rodrigo,15.1,0,1,0,0.0,4.0,0,0,10,10,0,0,5,5,0,0,1,1,2
#7,Pedrinho Rava,18.2,4,1,0,4.0,1.0,0,0,7,17,2,3,0,3,1,2,2,2,4
#13,Andrezão,31.5,3,0,0,2.0,5.0,1,0,6,20,0,2,1,4,4,6,3,2,5
#23,Nezinho,23.1,2,1,0,3.0,3.0,7,0,4,28,0,6,2,5,0,0,1,0,1
#9,Luis,19.7,1,1,0,2.0,0.0,4,0,3,12,1,2,0,3,0,0,0,0,0
#5,Marcelão,10.9,1,0,0,1.0,1.0,2,0,2,4,0,0,1,2,0,0,3,1,4
#17,Danilo,13.9,0,1,1,1.0,1.0,0,0,2,8,0,0,0,3,2,2,1,0,1
#6,Graterol,17.9,1,1,0,1.0,3.0,1,0,1,16,0,2,0,4,1,2,7,1,8
#32,Zach Graham,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,7,1,21.0,19.0,18,0,61,155,7,21,16,40,8,12,26,11,37
