Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#1,Deodato,27.5,3,1,1,1.0,2.0,2,0,13,22,1,2,4,7,2,2,3,2,5
#8,Shamell,33.1,4,0,0,1.0,1.0,1,0,12,35,2,7,3,7,0,0,1,1,2
#13,JP Batista,31.4,3,0,2,1.0,2.0,4,0,10,34,0,0,4,15,2,4,11,11,22
#23,Pecos,23.7,1,3,0,0.0,1.0,1,0,10,25,0,3,5,8,0,0,2,2,4
#20,Gruber,34.7,1,1,2,3.0,3.0,1,2,7,37,0,7,3,7,1,2,7,0,7
#16,João Pedro,9.9,0,0,1,1.0,2.0,0,1,6,8,0,0,3,3,0,2,2,1,3
#42,Cafferata,14.1,1,0,0,0.0,1.0,2,0,5,10,1,2,1,2,0,0,1,0,1
#32,Lessa,5.1,0,0,0,3.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#11,Filipin,18.6,2,1,0,3.0,1.0,1,0,0,6,0,2,0,0,0,0,0,1,1
#3,Lucas,1.8,1,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#33,Breno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Colina,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,6,6,13.0,13.0,12,3,65,181,4,23,24,51,5,10,29,19,48
#19,Gegê,34.3,2,4,0,2.0,1.0,2,0,16,27,2,5,4,5,2,2,3,0,3
#7,D. Coleman,34.0,0,0,0,3.0,2.0,1,0,14,37,3,6,2,9,1,1,2,0,2
#7,Jefferson,28.9,0,3,0,2.0,0.0,1,0,8,26,0,4,4,7,0,0,1,0,1
#24,Paranhos,14.3,0,0,0,1.0,0.0,1,0,6,12,0,0,3,6,0,0,3,1,4
#0,Sam Daniel,14.9,0,0,0,0.0,0.0,0,0,6,20,2,6,0,1,0,0,3,1,4
#21,Wesley,28.9,2,0,1,2.0,3.0,2,0,5,22,0,0,2,9,1,4,3,8,11
#10,Bob,12.4,1,0,0,2.0,2.0,3,0,5,12,1,2,1,3,0,0,2,2,4
#23,Leonardo,20.3,0,1,3,0.0,4.0,2,0,2,6,0,0,1,2,0,2,8,2,10
#4,Lucas,11.9,0,0,0,1.0,1.0,1,0,2,8,0,0,1,4,0,0,0,0,0
#55,Augusto,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Gui Carvalho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,5,8,4,13.0,13.0,14,0,64,170,8,23,18,46,4,9,28,16,44
