Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#6,Graterol,36.8,0,1,3,2.0,4.0,2,0,22,46,0,3,9,16,4,5,7,6,13
#13,Andrezão,17.6,0,1,0,2.0,0.0,1,0,11,17,3,3,1,3,0,0,4,3,7
#32,Zach Graham,29.4,3,0,0,2.0,7.0,5,0,11,38,1,5,2,8,4,7,1,1,2
#9,Rafa Moreira,27.5,0,2,0,3.0,4.0,2,0,10,22,1,3,1,4,5,5,5,3,8
#22,Pedro,8.6,0,0,0,5.0,2.0,0,0,9,16,1,1,1,4,4,5,2,1,3
#7,Pedrinho Rava,9.9,2,0,0,4.0,3.0,3,0,6,6,1,1,0,0,3,3,0,0,0
#4,Arthur,28.5,3,1,0,3.0,4.0,1,0,5,12,0,2,2,2,1,2,1,1,2
#3,Gui Santos,17.7,0,0,0,3.0,1.0,0,0,4,18,0,2,2,5,0,0,2,2,4
#23,Nezinho,19.0,11,1,0,5.0,0.0,5,0,3,9,1,3,0,0,0,0,0,0,0
#17,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Marcelão,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#30,Von Haydin,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,6,3,29.0,25.0,19,0,81,184,8,23,18,42,21,27,27,19,46
#32,Sahdi,30.5,2,0,0,3.0,10.0,3,0,19,39,2,7,1,3,11,12,0,1,1
#15,Márcio,27.8,0,0,0,1.0,1.0,0,0,12,24,3,7,0,0,3,3,2,0,2
#41,Mineiro,23.5,1,2,0,1.0,1.0,2,0,10,16,0,0,4,7,2,2,2,3,5
#12,Pedro,20.0,1,1,0,3.0,4.0,2,0,10,21,0,1,3,5,4,8,2,1,3
#24,Douglas Nunes,34.4,3,0,0,4.0,3.0,0,2,8,31,0,5,3,7,2,2,11,1,12
#9,Pastor,12.3,2,1,0,4.0,3.0,3,0,6,11,1,1,1,3,1,2,2,4,6
#5,Hélio,18.6,2,1,0,1.0,0.0,1,0,5,10,1,2,1,2,0,0,0,0,0
#44,Coimbra,9.9,0,0,0,4.0,0.0,1,0,2,6,0,0,1,3,0,0,3,1,4
#8,Dedé,12.2,0,1,0,2.0,2.0,1,0,1,9,0,2,0,0,1,3,0,0,0
#13,Schneider,10.7,1,1,0,4.0,3.0,2,0,0,9,0,3,0,0,0,0,1,0,1
#6,Eugeniusz,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,7,0,29.0,27.0,15,2,73,176,7,28,14,30,24,32,24,11,35
