Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#12,Pedro,27.8,2,0,0,3.0,2.0,4,0,18,25,2,3,5,7,2,2,1,1,2
#24,Douglas Nunes,32.7,2,0,1,2.0,2.0,0,0,17,33,4,7,2,4,1,4,7,0,7
#13,Schneider,22.1,4,1,0,4.0,2.0,2,0,9,23,1,4,1,3,4,5,3,0,3
#32,Sahdi,27.5,9,1,0,3.0,4.0,5,0,8,17,2,5,0,0,2,2,3,0,3
#41,Mineiro,14.5,1,0,0,3.0,2.0,0,0,7,13,0,0,3,6,1,1,1,0,1
#15,Márcio,26.2,1,0,0,2.0,3.0,3,0,5,21,1,5,0,2,2,2,7,2,9
#9,Pastor,23.3,3,1,0,3.0,3.0,2,0,5,12,0,2,2,2,1,2,3,1,4
#5,Hélio,13.3,1,0,0,2.0,0.0,4,0,3,3,1,1,0,0,0,0,2,1,3
#44,Coimbra,9.2,0,1,1,2.0,0.0,1,0,2,8,0,0,1,4,0,0,1,2,3
#8,Dedé,3.4,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#11,Guirro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Eugeniusz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,23,4,2,26.0,18.0,24,0,74,155,11,27,14,28,13,18,32,8,40
#11,Jefferson,29.3,4,2,1,1.0,4.0,1,0,21,46,3,7,3,8,6,9,8,0,8
#28,Lucas,28.2,0,1,0,3.0,4.0,4,1,16,31,0,3,6,8,4,6,1,2,3
#30,Enzo,25.1,2,0,0,3.0,2.0,0,0,13,24,3,6,1,2,2,2,2,1,3
#4,Larry,24.3,5,1,1,3.0,1.0,0,0,9,20,1,4,1,2,4,4,3,0,3
#10,Gustavo,16.7,1,2,0,1.0,2.0,1,0,6,9,0,1,3,3,0,0,1,1,2
#10,Alex,28.9,1,8,0,2.0,5.0,1,0,6,17,1,3,1,3,1,2,4,0,4
#2,Fúlvio,24.8,4,1,0,1.0,3.0,1,0,5,17,0,4,2,2,1,1,1,2,3
#11,Vinicius,8.0,0,0,0,3.0,3.0,1,0,4,10,0,0,0,2,4,6,1,0,1
#8,Cauê,11.8,1,0,0,1.0,0.0,0,0,3,10,1,2,0,2,0,0,1,0,1
#20,Pará,3.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Renato,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,15,2,18.0,24.0,10,1,83,184,9,30,17,32,22,30,23,7,30
