Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#8,Shamell,33.1,4,0,0,3.0,5.0,0,0,22,39,3,6,4,7,5,7,3,1,4
#1,Deodato,34.5,4,2,1,1.0,3.0,1,0,20,42,4,10,4,6,0,0,9,1,10
#20,Gruber,22.8,0,0,0,4.0,5.0,0,0,11,18,1,1,2,4,4,7,3,0,3
#13,JP Batista,26.3,3,0,2,2.0,4.0,3,0,11,21,0,0,4,9,3,3,3,3,6
#42,Cafferata,19.2,6,0,0,2.0,0.0,0,0,10,15,2,3,2,3,0,0,1,0,1
#11,Filipin,14.0,0,1,0,2.0,1.0,0,0,7,10,2,2,0,1,1,2,0,1,1
#32,Lessa,7.3,0,1,0,3.0,2.0,2,0,4,7,1,1,0,1,1,2,0,0,0
#16,João Pedro,13.6,1,0,1,2.0,1.0,1,1,4,8,0,0,2,3,0,2,2,1,3
#3,Lucas,2.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#23,Pecos,23.7,7,0,0,1.0,1.0,1,0,0,15,0,3,0,3,0,0,0,1,1
#8,Colina,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,25,4,4,22.0,22.0,9,1,89,175,13,26,18,37,14,23,23,10,33
#23,Léo Meindl,24.7,3,0,0,4.0,2.0,1,0,15,20,1,2,5,5,2,4,5,1,6
#87,Guilherme,20.8,0,0,0,2.0,2.0,1,0,14,29,2,5,4,7,0,0,3,3,6
#14,Georginho,22.9,2,0,1,2.0,4.0,2,0,13,23,2,3,2,5,3,4,3,3,6
#0,Roquemore,22.1,4,1,0,4.0,2.0,2,0,13,22,3,6,1,1,2,2,2,2,4
#2,Yago,33.3,6,0,0,1.0,2.0,1,0,13,32,2,7,2,4,3,3,3,1,4
#10,Vitão,15.2,0,1,0,3.0,4.0,1,1,10,19,2,4,2,3,0,1,2,2,4
#33,Eddy,18.0,0,0,0,1.0,1.0,1,1,9,29,1,7,1,2,4,4,3,1,4
#44,Renan,9.9,1,0,1,0.0,1.0,0,0,4,14,0,2,1,3,2,2,1,2,3
#17,Du Sommer,18.2,1,0,1,5.0,2.0,3,0,0,6,0,0,0,3,0,0,3,1,4
#20,Dikembe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Beto,0.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Antonio,6.4,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,2,3,24.0,20.0,14,2,91,197,13,37,18,33,16,20,26,17,43
