Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Okorie,36.5,3,2,0,1.0,3.0,0,0,26,40,5,8,4,6,3,4,1,0,1
#9,Vithinho,34.0,8,1,0,3.0,6.0,8,0,15,25,2,3,1,4,7,8,3,0,3
#6,Gemerson,40.0,1,1,0,3.0,10.0,4,0,15,41,1,6,4,9,4,5,4,2,6
#16,Rafael,14.5,0,0,0,1.0,1.0,0,0,7,9,1,1,1,2,2,2,1,1,2
#10,Duda,30.7,4,0,0,1.0,0.0,3,0,6,24,2,8,0,0,0,0,2,0,2
#20,Alexei,6.7,0,0,0,4.0,0.0,0,0,4,6,0,0,2,3,0,0,0,0,0
#18,Lupa,16.0,0,0,0,0.0,1.0,1,0,4,8,0,0,2,4,0,0,2,4,6
#5,Pilar,9.2,0,1,0,4.0,0.0,1,0,2,2,0,0,1,1,0,0,1,0,1
#25,Araujo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Gabriel,1.8,1,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Lucão,10.7,0,0,1,3.0,1.0,1,0,0,6,0,0,0,3,0,0,2,1,3
Equipe,Equipe,0.0,17,5,2,21.0,22.0,20,0,79,161,11,26,15,32,16,19,21,9,30
#3,Mogi,34.0,5,1,0,3.0,4.0,0,3,22,33,1,4,7,8,5,5,7,0,7
#4,Cauê,37.6,6,6,0,1.0,5.0,1,0,19,39,1,5,6,9,4,6,3,4,7
#5,Jamaal,27.6,7,0,0,3.0,4.0,3,0,18,29,4,7,2,3,2,2,2,0,2
#10,Ansaloni,30.2,2,0,0,3.0,3.0,2,0,16,23,1,1,5,7,3,6,4,3,7
#36,Arthur,31.7,3,1,0,2.0,0.0,1,0,13,37,3,7,2,8,0,0,1,3,4
#35,Maique,13.1,1,0,1,5.0,1.0,0,0,4,6,0,0,2,3,0,0,2,0,2
#0,Guga,9.2,3,0,0,4.0,0.0,2,0,3,7,1,1,0,2,0,0,0,1,1
#11,Fabrício,16.5,0,1,0,2.0,2.0,0,0,2,5,0,1,1,1,0,0,2,0,2
#23,Guapi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Yan,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Pedro,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,27,9,1,24.0,19.0,11,3,97,179,11,26,25,41,14,19,23,12,35
