Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#16,Olivinha,21.8,2,4,0,1.0,1.0,1,0,17,32,1,5,7,8,0,1,2,4,6
#6,Balbi,27.9,4,2,0,4.0,5.0,2,0,16,28,2,5,3,4,4,5,3,1,4
#11,Marquinhos,30.0,4,3,0,0.0,4.0,4,3,15,33,0,6,5,5,5,5,5,1,6
#7,Jhonatan,16.1,1,0,0,4.0,0.0,1,0,9,17,3,5,0,1,0,0,1,0,1
#5,Davi,24.0,1,0,0,1.0,1.0,0,0,9,14,1,2,2,3,2,2,2,0,2
#17,Varejão,24.0,1,1,1,2.0,4.0,2,0,9,21,0,1,4,8,1,2,8,4,12
#25,Nesbitt,18.2,1,1,0,0.0,1.0,0,0,7,11,2,2,0,2,1,1,3,0,3
#9,Deryk,20.1,4,1,0,2.0,0.0,2,0,7,20,1,4,2,4,0,0,1,1,2
#12,Mineiro,16.1,0,0,0,0.0,1.0,0,0,2,7,0,1,1,2,0,0,3,0,3
#8,Crescenzi,1.9,0,0,0,0.0,0.0,1,0,0,3,0,1,0,0,0,0,0,1,1
#13,Matheus Weber,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Ruan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,12,1,14.0,17.0,13,3,91,186,10,32,24,37,13,16,31,12,43
#21,Parodi,32.7,7,0,0,4.0,3.0,6,0,13,23,3,5,1,3,2,2,5,0,5
#12,Giovannoni,29.5,2,3,0,2.0,2.0,3,0,12,29,0,4,6,8,0,1,5,1,6
#2,Fuller,28.6,0,1,0,1.0,1.0,2,0,12,34,2,6,2,7,2,2,2,1,3
#12,Humberto,24.7,1,3,0,5.0,2.0,0,0,9,24,2,4,0,4,3,4,0,3,3
#10,Gustavinho,13.6,2,0,0,1.0,2.0,1,0,8,20,2,4,0,3,2,2,2,1,3
#11,Teichmann,26.5,5,1,0,4.0,2.0,2,0,6,8,0,0,2,3,2,2,7,2,9
#77,Gui Bento,15.4,0,0,0,0.0,2.0,1,0,3,9,1,3,0,0,0,0,0,0,0
#0,Douglas Santos,8.6,0,0,1,0.0,0.0,0,0,2,14,0,2,1,4,0,0,0,1,1
#33,Abner,11.2,0,0,0,1.0,0.0,1,0,0,8,0,0,0,4,0,0,2,2,4
#3,Nicolas Ronsini,1.5,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#15,Aguiar,4.9,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#6,Shilton,2.8,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,9,1,20.0,14.0,18,0,65,172,10,29,12,36,11,13,25,13,38
