Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#34,Kurtz,37.0,0,0,0,4.0,8.0,3,3,19,29,0,0,7,11,5,7,11,5,16
#21,Cobb,37.0,4,3,0,0.0,2.0,2,0,16,43,3,9,2,6,3,4,4,0,4
#33,Felipe,31.9,1,2,0,3.0,2.0,1,0,12,29,2,5,3,6,0,2,5,1,6
#17,Rashaun,30.9,4,0,0,1.0,2.0,2,0,10,40,0,4,4,13,2,2,4,1,5
#22,Paulo,20.4,3,3,0,3.0,1.0,1,0,6,13,1,2,1,2,1,1,1,3,4
#3,Brite,2.1,1,0,0,1.0,0.0,0,0,3,3,1,1,0,0,0,0,0,0,0
#4,Victor,2.4,0,0,0,0.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
#10,Alex,23.7,2,1,0,3.0,0.0,2,0,0,19,0,5,0,2,0,0,1,2,3
#5,Léo W.,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Pezão,0.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#1,Feliciano,3.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Sualisson,2.4,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,15,9,0,15.0,15.0,12,3,66,183,7,27,17,42,11,16,30,14,44
#18,Lupa,17.1,2,1,0,5.0,0.0,3,0,14,20,0,0,7,10,0,0,4,2,6
#23,Stocks,28.7,0,1,0,1.0,3.0,3,0,12,30,1,2,4,10,1,4,1,0,1
#10,Duda,19.5,1,0,0,0.0,1.0,1,0,10,15,2,3,1,2,2,2,3,0,3
#5,Pilar,20.7,4,0,0,2.0,0.0,3,0,9,15,1,3,3,3,0,0,5,1,6
#3,Lucão,25.2,0,3,2,3.0,2.0,2,1,8,10,0,0,4,5,0,0,3,1,4
#20,Alexei,13.5,0,1,0,1.0,1.0,0,0,5,11,0,1,2,3,1,2,1,0,1
#9,Vithinho,25.8,6,1,0,1.0,3.0,0,0,2,12,0,2,1,3,0,0,1,1,2
#6,Gemerson,34.5,1,1,0,2.0,5.0,4,0,0,30,0,8,0,3,0,0,10,1,11
#16,Rafael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Okorie,15.1,0,0,0,2.0,0.0,0,0,0,8,0,2,0,1,0,0,3,1,4
Equipe,Equipe,0.0,14,8,2,17.0,15.0,17,1,60,151,4,21,22,40,4,8,35,7,42
