Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Lucas Dias,33.9,0,1,1,2.0,6.0,2,0,25,51,4,9,4,9,5,6,3,4,7
#40,André Goes,19.8,0,2,1,1.0,3.0,0,0,13,18,3,4,0,1,4,4,1,1,2
#32,David Jackson,29.5,5,0,0,1.0,5.0,1,0,12,25,0,3,5,7,2,2,3,0,3
#15,Cipolini,19.4,0,0,0,2.0,2.0,4,1,11,18,1,2,3,5,2,2,4,2,6
#5,Elinho,23.7,7,2,0,4.0,0.0,2,0,7,18,1,4,2,3,0,0,2,0,2
#7,Didi,24.0,1,0,0,1.0,0.0,2,0,7,9,1,1,2,3,0,0,2,2,4
#4,Alexey,16.3,4,0,0,0.0,4.0,1,0,6,10,0,0,1,3,4,4,5,0,5
#18,Jimmy,25.4,0,1,0,1.0,1.0,2,0,4,14,0,2,2,4,0,0,2,0,2
#33,Guilherme,5.5,0,0,0,3.0,1.0,0,0,3,4,0,0,1,1,1,2,0,0,0
#3,Márcio,1.3,0,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Adriano Big,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Augusto,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,7,3,17.0,22.0,14,1,88,167,10,25,20,36,18,20,24,11,35
#10,Alex,31.4,2,0,0,4.0,2.0,2,0,18,32,2,5,6,8,0,1,4,0,4
#11,Jefferson,26.5,2,0,0,2.0,6.0,4,0,16,30,0,2,5,9,6,6,3,4,7
#30,Enzo,24.3,1,1,0,5.0,1.0,1,0,14,20,4,6,1,1,0,0,0,0,0
#10,Gustavo,24.0,0,2,0,2.0,2.0,1,0,8,12,0,0,3,5,2,2,2,1,3
#28,Lucas,19.1,1,0,0,1.0,1.0,2,0,6,18,0,2,3,6,0,0,1,0,1
#4,Larry,26.7,2,2,0,3.0,1.0,0,0,4,17,0,1,1,6,2,2,7,0,7
#8,Cauê,18.0,1,1,0,4.0,0.0,1,0,3,8,1,2,0,1,0,0,0,2,2
#7,Renato,7.4,0,0,0,1.0,1.0,0,0,2,4,0,0,1,1,0,2,0,1,1
#2,Fúlvio,20.8,5,0,0,1.0,1.0,4,0,0,13,0,3,0,2,0,0,0,0,0
#20,Pará,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Vinicius,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,6,0,24.0,15.0,16,0,71,154,7,21,20,39,10,13,19,10,29
