Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Nezinho,26.7,4,1,0,4.0,7.0,3,0,21,41,4,9,4,6,1,2,2,0,2
#28,Lucas,30.0,1,1,0,3.0,3.0,0,1,17,32,3,6,3,6,2,2,3,2,5
#99,Hayes,22.5,1,1,0,3.0,3.0,1,0,11,18,1,2,3,4,2,4,4,3,7
#32,David Jackson,30.9,2,0,2,1.0,3.0,1,0,10,18,0,2,3,4,4,4,4,1,5
#10,Gustavo,21.5,0,1,0,2.0,0.0,2,0,6,14,2,4,0,1,0,0,2,1,3
#12,Giovannoni,19.4,1,0,0,5.0,2.0,3,0,4,18,0,4,2,3,0,0,4,0,4
#8,Dedé,7.0,0,0,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#2,Fúlvio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1,Deodato,28.8,3,0,0,1.0,1.0,1,0,0,20,0,4,0,4,0,0,3,0,3
#35,L. Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#15,Renato,7.9,2,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,1,1
#25,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,4,2,22.0,19.0,11,1,71,165,10,31,16,30,9,12,27,8,35
#2,Fuller,21.7,0,1,0,2.0,4.0,1,0,22,39,4,9,2,3,6,6,1,0,1
#9,Deryk,28.2,7,1,0,1.0,3.0,1,0,12,39,2,8,2,5,2,5,5,0,5
#87,Guilherme,12.7,0,0,0,2.0,0.0,0,1,8,15,0,1,4,6,0,0,1,0,1
#25,Nesbitt,24.3,2,1,0,3.0,3.0,2,1,8,18,0,2,3,5,2,2,3,1,4
#5,Elinho,22.7,7,0,0,0.0,3.0,3,0,7,21,0,3,2,4,3,4,3,0,3
#7,Jhonatan,24.5,1,0,0,2.0,1.0,1,0,7,17,2,5,0,0,1,2,6,2,8
#17,Du Sommer,22.5,0,0,0,3.0,2.0,3,0,5,10,0,0,2,4,1,2,2,2,4
#9,Lucas Dias,29.4,1,0,1,1.0,4.0,1,0,5,11,1,2,0,1,2,3,2,2,4
#2,Yago,9.4,0,0,0,3.0,0.0,0,0,3,3,1,1,0,0,0,0,2,0,2
#13,Alex,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Eddy,4.8,0,0,0,2.0,0.0,0,0,0,5,0,1,0,1,0,0,1,0,1
#10,Vitão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,3,1,20.0,20.0,13,2,77,178,10,32,15,29,17,24,29,11,40
