Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Cook,31.6,0,0,0,2.0,3.0,1,0,17,46,4,9,1,7,3,5,1,1,2
#8,Crescenzi,27.4,1,4,2,3.0,3.0,2,0,16,29,2,4,4,7,2,3,1,2,3
#19,Drudi,22.8,2,0,0,3.0,0.0,3,0,11,19,1,1,4,8,0,0,4,2,6
#3,Brite,29.3,3,1,0,2.0,1.0,3,0,9,26,1,4,3,7,0,0,4,0,4
#11,Ferros,30.3,4,3,0,3.0,7.0,0,0,8,20,0,2,2,4,4,6,4,0,4
#3,Lucão,19.7,1,2,1,1.0,2.0,0,0,4,10,0,0,1,3,2,4,2,2,4
#4,Robinho,11.8,2,1,0,4.0,0.0,3,1,4,4,0,0,2,2,0,0,3,0,3
#10,Raphael,4.8,0,0,0,0.0,0.0,0,0,3,3,1,1,0,0,0,0,0,1,1
#13,Jackson,9.5,0,0,0,3.0,2.0,1,0,3,9,0,1,0,1,3,4,0,0,0
#0,Branquinho,12.8,2,1,0,0.0,0.0,0,0,0,9,0,1,0,3,0,0,1,0,1
#22,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#41,Mineiro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,12,3,21.0,18.0,14,1,75,175,9,23,17,42,14,22,24,11,35
#7,Jhonatan,27.1,2,1,0,3.0,4.0,1,0,15,25,4,5,1,4,1,2,5,2,7
#5,Elinho,26.9,7,1,1,0.0,3.0,2,0,13,19,1,3,4,4,2,2,4,3,7
#9,Lucas Dias,25.3,2,1,2,3.0,4.0,1,0,12,28,1,4,3,6,3,4,5,2,7
#9,Deryk,23.0,3,1,0,2.0,1.0,2,0,9,37,3,11,0,2,0,0,1,1,2
#2,Fuller,22.5,1,1,0,1.0,2.0,3,0,8,28,2,6,0,4,2,2,2,0,2
#25,Nesbitt,19.6,1,1,1,3.0,2.0,0,0,6,11,0,0,2,4,2,3,2,2,4
#2,Yago,12.2,4,1,0,0.0,1.0,1,0,5,12,1,2,1,3,0,0,0,0,0
#10,Vitão,16.7,1,0,0,2.0,2.0,0,0,4,11,0,1,1,3,2,2,3,2,5
#17,Du Sommer,19.0,1,2,1,1.0,2.0,4,1,4,6,0,0,2,3,0,0,4,0,4
#87,Guilherme,7.7,0,0,0,3.0,0.0,2,1,2,7,0,1,1,2,0,0,3,0,3
#13,Alex,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Eddy,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,9,5,18.0,21.0,16,2,78,184,12,33,15,35,12,15,30,14,44
