Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,Hélio,28.4,3,1,0,3.0,5.0,2,0,17,22,1,2,2,3,10,10,1,1,2
#5,César,24.0,1,0,0,1.0,2.0,2,0,10,19,3,5,0,1,1,2,2,0,2
#2,Brown,29.0,3,1,0,1.0,5.0,3,0,8,21,0,0,3,9,2,3,2,0,2
#9,Pastor,16.2,0,3,1,0.0,0.0,2,1,7,12,1,2,2,3,0,0,1,1,2
#7,Lucas,15.1,2,0,0,3.0,1.0,0,0,5,8,1,2,1,1,0,0,1,0,1
#22,Jones,16.8,1,0,0,1.0,1.0,0,0,5,21,1,5,0,2,2,2,1,0,1
#15,Márcio,21.7,0,0,0,2.0,3.0,2,0,4,14,0,2,2,4,0,0,3,0,3
#16,Alemão,14.7,0,0,0,2.0,3.0,1,0,3,6,0,0,1,2,1,2,2,2,4
#12,Mathias,17.0,0,0,0,3.0,1.0,2,0,2,6,0,0,0,2,2,2,2,0,2
#13,Wesley,8.1,0,0,0,2.0,0.0,1,0,2,2,0,0,1,1,0,0,2,0,2
#24,Gradnigo,5.4,0,1,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#18,Alef,3.7,1,0,0,0.0,0.0,0,0,0,4,0,0,0,2,0,0,0,1,1
Equipe,Equipe,0.0,11,6,1,18.0,21.0,17,1,63,137,7,18,12,31,18,21,18,7,25
#10,Alex,33.9,2,1,0,1.0,2.0,3,0,19,30,5,6,2,5,0,2,2,1,3
#42,Cafferata,21.3,1,0,0,3.0,1.0,0,0,14,23,2,5,4,4,0,0,3,1,4
#11,Vinicius,30.4,3,1,0,4.0,5.0,3,0,13,32,0,2,5,10,3,6,5,2,7
#8,Cauê,22.5,1,1,0,4.0,1.0,0,0,13,22,3,6,1,1,2,2,5,1,6
#4,Cauê,35.0,3,3,0,0.0,2.0,2,0,12,23,0,1,6,10,0,0,5,3,8
#24,Paranhos,20.1,1,0,0,4.0,4.0,2,0,6,13,0,0,2,5,2,3,1,3,4
#22,Pedro,13.2,2,1,0,1.0,2.0,2,0,5,10,1,2,1,1,0,2,0,0,0
#49,Nandão,19.9,1,1,0,4.0,0.0,1,0,2,11,0,1,1,4,0,0,2,0,2
#22,Dida,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Jonas,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#27,Buboltz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#29,Jonathan,3.8,0,0,0,0.0,1.0,0,0,0,2,0,0,0,1,0,0,0,1,1
Equipe,Equipe,0.0,14,8,0,21.0,18.0,15,0,84,166,11,23,22,41,7,15,23,15,38
