Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#15,Renato,20.3,2,0,2,3.0,5.0,3,0,18,30,1,2,4,8,7,8,2,4,6
#28,Lucas,19.2,0,1,3,0.0,1.0,1,2,14,29,1,4,5,8,1,1,0,1,1
#1,Deodato,28.1,0,2,0,2.0,2.0,0,1,11,32,0,5,5,8,1,1,2,1,3
#99,Hayes,15.9,0,1,1,2.0,3.0,0,0,9,17,1,3,1,2,4,4,1,2,3
#2,Fúlvio,22.6,8,0,0,1.0,2.0,5,0,7,19,0,3,2,3,3,4,0,1,1
#10,Gustavo,29.5,3,1,0,3.0,1.0,2,0,6,17,1,4,1,2,1,1,1,1,2
#32,David Jackson,15.7,3,0,0,4.0,1.0,1,0,5,6,0,0,2,2,1,2,7,0,7
#23,Nezinho,19.6,4,1,0,0.0,4.0,3,0,4,13,0,3,0,0,4,4,1,0,1
#12,Giovannoni,24.3,1,0,2,2.0,3.0,2,0,2,10,0,2,1,2,0,0,7,1,8
#8,Dedé,5.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#35,L. Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,6,8,17.0,22.0,18,3,76,173,4,26,21,35,22,25,28,12,40
#0,Cook,29.7,0,0,0,1.0,1.0,2,0,17,41,3,8,4,8,0,1,1,1,2
#3,Brite,26.0,3,2,1,4.0,6.0,3,0,12,30,1,3,2,7,5,7,4,0,4
#3,Lucão,17.3,1,0,0,2.0,1.0,0,2,10,10,0,0,4,4,2,2,1,1,2
#13,Jackson,12.7,1,0,0,1.0,3.0,1,0,8,15,0,1,3,5,2,2,1,0,1
#19,Drudi,29.8,0,0,1,1.0,1.0,1,0,7,18,0,3,3,3,1,3,7,2,9
#41,Mineiro,23.9,3,1,0,4.0,1.0,2,1,6,21,0,1,3,8,0,2,4,2,6
#8,Crescenzi,25.0,4,1,0,5.0,0.0,4,0,5,20,1,6,1,1,0,0,3,0,3
#0,Branquinho,5.8,1,0,0,0.0,0.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#4,Robinho,13.5,4,1,1,5.0,2.0,3,0,1,8,0,0,0,3,1,2,1,2,3
#22,Leandro,2.8,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
#11,Ferros,8.4,1,0,0,0.0,0.0,1,0,0,5,0,1,0,1,0,0,0,0,0
Equipe,Equipe,0.0,19,6,3,23.0,15.0,18,3,68,172,5,23,21,42,11,19,25,13,38
