Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Okorie,31.9,5,2,0,2.0,10.0,0,0,17,49,0,6,4,10,9,11,1,1,2
#14,Dawkins,34.4,4,2,0,2.0,1.0,1,0,16,29,3,6,2,4,3,3,2,1,3
#34,Kurtz,27.4,1,0,3,5.0,4.0,3,2,13,24,0,0,5,10,3,4,5,2,7
#35,Maique,24.3,0,0,0,4.0,0.0,1,2,13,28,1,2,5,11,0,0,3,4,7
#40,André Goes,30.7,3,4,0,2.0,3.0,1,0,6,18,0,2,2,5,2,2,0,1,1
#17,Edu Mariano,22.7,1,1,0,3.0,0.0,1,0,6,19,0,3,3,5,0,0,0,1,1
#7,Renato,9.3,0,2,0,1.0,0.0,1,0,4,10,0,0,2,5,0,0,3,0,3
#21,Murilo,4.3,0,0,0,1.0,2.0,0,0,4,6,0,0,1,2,2,2,1,0,1
#3,João Pedro,2.4,0,1,0,1.0,0.0,3,0,0,6,0,2,0,0,0,0,0,1,1
#4,Arthur,12.7,4,0,0,1.0,1.0,1,0,0,12,0,2,0,3,0,0,2,1,3
#10,Vitinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#66,Marcelo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,12,3,23.0,21.0,12,4,79,201,4,23,24,55,19,22,22,13,35
#1,Holloway,33.1,2,1,0,4.0,4.0,5,0,19,43,1,5,4,9,8,10,3,2,5
#50,Ware,28.2,1,0,0,3.0,2.0,3,0,18,34,2,6,6,8,0,0,5,2,7
#3,Bennett,34.6,3,1,0,1.0,4.0,3,0,12,17,1,1,4,6,1,2,3,0,3
#18,Lupa,18.2,0,1,0,5.0,4.0,3,0,9,16,0,0,2,5,5,6,3,1,4
#36,Arthur,20.1,0,0,0,3.0,2.0,2,0,8,21,0,3,4,6,0,0,1,3,4
#4,Ruivo,26.1,6,0,0,0.0,1.0,1,0,4,18,0,4,2,3,0,0,2,0,2
#10,Ansaloni,27.1,2,0,1,2.0,3.0,2,0,3,11,1,3,0,1,0,0,10,1,11
#11,Vitor,5.9,0,0,0,1.0,0.0,1,0,3,3,1,1,0,0,0,0,1,0,1
#77,Gui Bento,4.3,0,1,0,2.0,1.0,1,0,0,6,0,2,0,0,0,0,1,0,1
#24,Sena,2.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Jonatan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,4,1,22.0,21.0,21,0,76,169,6,25,22,38,14,18,31,12,43
