Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Stocks,35.0,6,3,0,3.0,2.0,6,0,11,30,2,6,2,5,1,2,4,0,4
#10,Vezaro,30.9,0,1,0,2.0,1.0,1,0,10,22,2,4,2,5,0,0,6,1,7
#8,Colimerio,11.9,1,2,0,0.0,2.0,0,0,8,17,1,3,1,2,3,4,2,2,4
#32,Johnson,19.5,1,0,0,3.0,1.0,1,0,8,25,2,5,1,5,0,0,5,1,6
#31,Maxwell,25.1,1,0,0,3.0,2.0,0,0,6,13,1,1,1,4,1,2,2,1,3
#4,Vezarinho,18.5,1,1,0,3.0,1.0,1,0,6,20,0,2,3,7,0,0,2,0,2
#14,A. Bambu,26.1,1,0,0,2.0,0.0,3,1,5,17,1,3,1,4,0,0,3,1,4
#20,Tiagão,16.4,0,1,0,0.0,2.0,2,0,3,4,0,0,1,1,1,2,3,3,6
#54,J. Socas,11.3,0,2,0,1.0,3.0,1,0,2,6,0,0,0,1,2,4,2,0,2
#23,Weihermann,5.5,0,0,0,1.0,1.0,1,0,2,5,0,1,0,0,2,2,0,1,1
#6,Jordan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25,Henrique,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,10,0,18.0,15.0,17,1,61,159,9,25,12,34,10,16,31,10,41
#10,Fabricio,22.7,1,1,0,0.0,3.0,0,0,18,31,3,7,2,2,5,6,3,0,3
#18,Jimmy,33.1,1,2,1,3.0,2.0,3,1,14,31,2,7,4,5,0,0,5,1,6
#8,Shamell,29.8,4,1,0,3.0,3.0,5,0,12,30,2,6,2,5,2,2,3,2,5
#21,Wesley,22.1,1,0,0,2.0,3.0,0,0,9,15,0,1,2,3,5,6,3,1,4
#0,Tyrone,31.1,2,2,0,4.0,2.0,2,1,9,29,0,5,4,6,1,2,7,3,10
#9,Vithinho,18.5,3,1,0,0.0,2.0,0,0,3,8,1,2,0,1,0,0,3,0,3
#4,Larry,29.9,2,1,0,1.0,2.0,3,0,2,12,0,2,1,3,0,0,4,0,4
#11,Vieira,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Filipin,12.6,1,1,0,2.0,0.0,0,0,0,11,0,3,0,1,0,0,0,0,0
Equipe,Equipe,0.0,15,9,1,15.0,17.0,14,2,67,167,8,33,15,26,13,16,30,7,37
