Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,Jamaal,32.2,5,0,0,3.0,13.0,3,0,22,39,3,5,1,6,11,12,2,1,3
#14,Douglas,25.4,1,0,0,5.0,4.0,3,1,15,26,2,3,1,4,7,9,2,1,3
#6,Rafinha,23.6,0,0,0,3.0,3.0,4,0,10,22,0,4,3,3,4,4,5,1,6
#50,Dos Santos,19.1,0,2,0,0.0,2.0,2,0,7,15,0,0,3,6,1,3,4,2,6
#11,Fabrício,12.6,0,1,0,3.0,2.0,1,0,5,8,0,0,2,3,1,2,2,0,2
#0,Guga,28.6,3,0,0,2.0,1.0,1,0,4,25,0,3,2,8,0,0,2,1,3
#12,R. Bahia,20.7,1,0,1,2.0,0.0,0,0,4,14,0,2,2,4,0,0,3,0,3
#2,Tatum,6.9,1,0,0,1.0,0.0,0,0,3,6,1,2,0,0,0,0,2,0,2
#15,Roberto,14.9,3,1,0,2.0,1.0,0,0,0,3,0,1,0,0,0,0,2,1,3
#7,Gabriel,13.9,0,0,0,2.0,0.0,3,0,0,7,0,1,0,2,0,0,2,0,2
#9,Varela,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Guapi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,4,1,23.0,26.0,18,1,70,165,6,21,14,36,24,30,29,8,37
#0,Cook,33.0,0,0,0,4.0,3.0,2,0,13,30,1,4,4,8,2,2,0,0,0
#11,Ferros,28.5,2,0,1,1.0,4.0,1,0,12,16,1,2,2,2,5,6,5,0,5
#3,Brite,24.6,4,1,1,4.0,2.0,3,0,9,26,1,4,2,5,2,4,2,1,3
#8,Crescenzi,26.4,2,1,0,2.0,6.0,3,0,9,21,0,1,3,7,3,4,3,1,4
#19,Drudi,26.2,1,0,0,2.0,3.0,1,0,8,23,1,3,1,5,3,4,5,2,7
#41,Mineiro,21.2,0,2,0,2.0,2.0,3,0,6,12,0,0,2,5,2,2,6,0,6
#3,Lucão,10.3,1,0,0,2.0,1.0,1,0,4,11,0,1,1,3,2,2,4,3,7
#0,Branquinho,9.4,1,1,1,1.0,0.0,0,0,3,9,0,1,1,2,1,2,1,0,1
#22,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Robinho,12.8,1,0,0,5.0,2.0,0,0,0,4,0,0,0,2,0,0,2,0,2
#13,Jackson,7.6,0,0,0,4.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,12,5,3,27.0,23.0,17,0,64,152,4,16,16,39,20,26,30,8,38
