Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Roquemore,32.5,2,1,0,2.0,4.0,0,2,22,46,3,8,5,8,3,6,1,0,1
#15,Audrei,32.0,2,2,1,3.0,0.0,3,0,13,21,1,1,5,9,0,0,1,0,1
#1,Rush,20.4,1,0,1,4.0,4.0,0,2,12,18,1,2,2,3,5,6,2,1,3
#11,Teichmann,22.5,6,0,1,3.0,4.0,1,0,9,16,0,0,3,4,3,8,7,1,8
#21,Wesley,27.7,2,1,1,4.0,5.0,0,0,9,20,0,1,3,6,3,5,3,2,5
#19,Gegê,34.2,7,0,0,3.0,7.0,1,0,4,16,0,3,0,0,4,7,4,0,4
#6,Adriano Big,5.5,0,0,0,2.0,1.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#55,Augusto,1.3,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#34,Lelê,5.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#12,Bruno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,Mosso,4.0,0,0,0,1.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
#7,Jefferson,15.1,0,0,0,0.0,1.0,1,0,0,22,0,4,0,4,0,2,1,2,3
Equipe,Equipe,0.0,20,4,4,23.0,26.0,11,4,71,165,5,19,19,37,18,34,22,7,29
#3,Brite,31.1,2,1,0,4.0,4.0,0,0,12,25,0,0,5,11,2,3,4,0,4
#19,Drudi,32.2,3,0,0,4.0,4.0,0,0,10,22,0,0,2,8,6,6,10,2,12
#0,Cook,36.4,1,0,0,4.0,1.0,2,0,8,21,0,3,4,6,0,0,2,0,2
#8,Crescenzi,31.8,5,0,0,2.0,2.0,4,0,8,21,1,3,2,5,1,2,3,1,4
#13,Jackson,20.8,2,1,0,5.0,5.0,2,1,8,14,0,1,3,4,2,3,2,1,3
#41,Mineiro,17.9,0,0,1,3.0,4.0,4,0,7,12,0,0,3,4,1,4,1,2,3
#10,Raphael,4.8,0,0,0,1.0,1.0,0,0,5,8,1,2,0,0,2,2,1,0,1
#3,Lucão,7.9,0,0,0,1.0,1.0,2,0,3,6,0,0,1,2,1,2,1,1,2
#0,Branquinho,4.1,0,0,0,2.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,1
#22,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Ferros,13.0,1,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,2
Equipe,Equipe,0.0,14,2,1,27.0,23.0,20,1,61,129,2,9,20,40,15,22,27,9,36
