Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#11,Marquinhos,28.2,1,1,0,3.0,5.0,1,1,27,48,1,4,10,14,4,8,2,0,2
#14,Ramon,40.0,2,0,1,2.0,11.0,0,0,20,36,2,6,2,4,10,10,4,2,6
#13,JP Batista,27.4,5,1,2,0.0,1.0,3,0,10,12,0,0,5,6,0,0,5,3,8
#5,Pilar,14.4,0,3,0,2.0,1.0,1,0,7,13,0,1,3,4,1,2,1,1,2
#23,Pecos,21.8,2,1,0,0.0,2.0,2,0,7,12,1,2,2,3,0,0,4,1,5
#16,Olivinha,20.1,0,0,0,2.0,0.0,3,0,5,7,1,1,1,2,0,0,6,1,7
#8,Cubillan,30.0,8,2,0,1.0,2.0,2,0,4,17,0,3,1,3,2,2,1,1,2
#12,Humberto,11.9,1,0,0,1.0,0.0,1,0,2,11,0,3,1,1,0,0,1,0,1
#0,João Vitor,3.8,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1
#4,Marcelinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#17,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Rhett,2.6,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,19,8,3,11.0,22.0,15,1,82,159,5,21,25,37,17,22,26,10,36
#3,Lucão,24.2,0,1,1,2.0,1.0,2,1,20,26,0,0,10,13,0,0,0,4,4
#19,Drudi,23.2,0,0,1,0.0,1.0,0,0,10,22,1,2,3,7,1,2,7,4,11
#8,Crescenzi,19.1,3,1,0,4.0,1.0,1,0,10,29,1,5,3,6,1,2,1,3,4
#0,Cook,30.6,4,0,0,3.0,1.0,0,0,7,30,1,4,2,9,0,0,1,2,3
#3,Brite,32.4,4,2,0,3.0,4.0,4,0,5,43,0,9,2,7,1,2,2,1,3
#41,Mineiro,10.0,1,1,0,3.0,0.0,3,0,4,10,0,0,2,5,0,0,3,2,5
#11,Ferros,18.3,1,0,0,2.0,2.0,0,0,4,9,0,0,2,3,0,3,1,2,3
#24,Lucas,15.5,1,1,0,3.0,0.0,2,0,4,4,0,0,2,2,0,0,3,0,3
#13,Jackson,8.4,1,1,0,2.0,1.0,0,0,3,4,0,0,1,1,1,2,1,0,1
#9,Luis,15.2,2,1,0,0.0,0.0,0,0,0,6,0,2,0,0,0,0,0,0,0
#10,Raphael,0.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Branquinho,2.3,0,0,0,0.0,0.0,1,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,8,2,23.0,11.0,13,1,67,186,3,23,27,53,4,11,20,22,42
