Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#19,Leandrinho,23.6,2,1,0,2.0,3.0,3,0,19,37,3,7,2,5,6,6,3,0,3
#12,Mineiro,30.3,0,0,0,2.0,5.0,1,1,16,25,1,3,4,5,5,6,5,2,7
#15,Cipolini,15.1,1,1,1,1.0,2.0,0,0,9,15,2,4,1,1,1,1,3,1,4
#20,Gruber,24.9,0,0,1,1.0,1.0,3,0,7,15,1,3,2,3,0,0,2,0,2
#23,Léo Meindl,20.2,4,1,0,2.0,3.0,5,0,6,22,0,3,2,5,2,3,6,1,7
#10,Coelho,28.1,3,1,0,2.0,2.0,1,0,4,13,0,3,1,1,2,2,2,3,5
#12,Pedro,17.8,0,1,0,2.0,0.0,1,0,3,17,1,3,0,4,0,0,0,0,0
#11,Antonio,23.1,0,3,0,4.0,2.0,2,0,2,6,0,0,1,3,0,0,2,1,3
#16,João Pedro,9.2,0,0,0,1.0,0.0,0,0,2,8,0,0,1,4,0,0,5,1,6
#5,Cassiano,5.3,0,0,1,0.0,1.0,1,0,0,4,0,0,0,2,0,0,0,0,0
#33,Guilherme,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Didi,1.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,10,8,3,17.0,19.0,17,1,68,162,8,26,14,33,16,18,29,12,41
#7,Renato,28.2,2,1,0,2.0,0.0,2,2,13,27,1,3,5,9,0,0,3,0,3
#40,André Goes,33.5,2,2,0,1.0,2.0,5,0,12,29,2,6,3,5,0,1,4,1,5
#2,Okorie,32.7,2,0,0,4.0,7.0,1,0,12,35,2,5,1,7,4,6,2,1,3
#34,Kurtz,18.5,0,0,0,4.0,2.0,3,1,8,16,0,0,3,7,2,2,7,4,11
#21,Murilo,21.5,1,1,1,4.0,4.0,4,0,5,17,0,1,1,5,3,4,5,2,7
#35,Maique,12.3,0,0,1,0.0,1.0,1,0,3,5,1,1,0,1,0,0,2,2,4
#17,Edu Mariano,14.8,0,0,0,2.0,0.0,0,0,2,5,0,1,1,1,0,0,1,1,2
#14,Dawkins,33.9,3,1,0,1.0,1.0,1,0,0,31,0,9,0,2,0,0,1,2,3
#3,João Pedro,4.7,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,10,5,2,20.0,17.0,19,3,55,165,6,26,14,37,9,13,26,16,42
