Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#26,Betinho,29.0,2,2,0,2.0,7.0,3,0,17,32,4,8,0,1,5,6,4,1,5
#9,Paulinho,28.6,2,1,0,1.0,2.0,3,0,15,46,2,11,2,4,5,5,4,1,5
#23,Leonardo,24.3,0,1,1,2.0,3.0,1,0,11,19,0,0,5,8,1,3,5,5,10
#32,Leal,13.1,2,0,1,1.0,2.0,1,0,5,9,0,0,1,3,3,3,2,1,3
#17,Rashaun,23.1,1,1,0,1.0,2.0,2,0,5,17,0,3,2,3,1,2,2,0,2
#21,B. Fiorotto,16.1,0,1,0,1.0,0.0,2,1,4,8,0,0,2,4,0,0,3,2,5
#5,Davi,28.9,1,2,0,4.0,2.0,1,0,4,21,0,5,0,1,4,4,3,2,5
#33,Felipe,20.1,0,0,0,2.0,1.0,1,0,0,10,0,2,0,2,0,0,1,0,1
#13,João,1.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Sualisson,4.9,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,2,0,2
#24,Laster,5.9,0,0,0,1.0,0.0,1,0,0,3,0,1,0,0,0,0,1,0,1
#19,Molony-Benjamin,4.4,0,0,1,2.0,0.0,0,0,0,4,0,0,0,2,0,0,2,0,2
Equipe,Equipe,0.0,8,8,3,18.0,19.0,15,1,61,171,6,30,12,29,19,23,31,13,44
#6,Rafinha,33.4,2,1,0,3.0,3.0,2,0,15,33,4,9,0,1,3,4,1,1,2
#50,Dos Santos,28.0,0,1,0,3.0,7.0,0,0,13,29,0,0,5,9,3,11,6,1,7
#7,Gabriel,23.2,1,1,0,3.0,3.0,5,0,7,24,1,4,1,4,2,4,2,1,3
#0,Guga,22.8,2,1,0,1.0,0.0,1,0,6,18,0,2,3,6,0,0,3,1,4
#11,Arnaldinho,27.8,3,1,0,2.0,3.0,2,0,2,20,0,4,1,4,0,0,3,0,3
#15,Roberto,15.0,0,0,0,1.0,0.0,1,0,2,7,0,1,1,2,0,0,2,1,3
#44,Coimbra,28.2,2,2,1,2.0,2.0,1,0,2,14,0,2,1,4,0,0,5,1,6
#14,Douglas,13.9,1,1,0,4.0,0.0,0,0,0,5,0,1,0,1,0,0,3,0,3
#23,Guapi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Varela,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Fabrício,7.4,0,0,0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,3,0,3
Equipe,Equipe,0.0,11,8,1,20.0,18.0,17,0,47,150,5,23,12,31,8,19,28,8,36
