Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Rhett,21.1,0,0,0,5.0,2.0,1,1,17,23,1,2,6,7,2,3,5,2,7
#8,Cubillan,26.3,3,2,0,2.0,1.0,0,0,16,26,3,6,3,3,1,2,0,0,0
#11,Marquinhos,27.0,4,2,0,1.0,5.0,0,2,15,37,0,6,4,5,7,9,3,0,3
#13,JP Batista,25.1,3,0,1,0.0,4.0,2,0,12,19,0,0,5,8,2,3,6,4,10
#14,Ramon,26.7,4,1,0,2.0,2.0,2,0,10,25,2,7,2,2,0,0,2,1,3
#4,Marcelinho,18.0,7,0,0,2.0,0.0,2,0,7,16,1,4,2,2,0,0,2,1,3
#16,Olivinha,13.9,1,1,0,2.0,0.0,0,0,5,15,1,3,1,3,0,0,3,1,4
#23,Pecos,13.7,4,0,0,1.0,4.0,2,0,5,9,0,1,0,0,5,6,1,1,2
#17,Varejão,17.3,5,0,0,1.0,1.0,0,0,4,8,0,0,2,4,0,0,6,1,7
#0,João Vitor,2.5,0,1,0,0.0,1.0,0,0,1,2,0,0,0,0,1,2,1,1,2
#5,Pilar,4.3,0,0,0,2.0,0.0,0,0,0,6,0,2,0,0,0,0,0,0,0
#3,Mogi,4.0,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,31,7,1,18.0,20.0,10,3,92,189,8,32,25,34,18,25,30,12,42
#5,César,30.2,1,0,0,4.0,4.0,2,0,14,28,1,4,3,5,5,6,2,0,2
#2,Brown,27.9,2,3,0,2.0,2.0,1,0,12,24,0,2,5,8,2,2,1,0,1
#12,Mathias,15.7,0,0,0,5.0,0.0,4,0,10,14,0,0,5,7,0,0,3,0,3
#5,Hélio,27.8,5,1,0,2.0,5.0,5,0,10,20,1,3,2,4,3,3,2,1,3
#9,Pastor,30.0,0,2,0,2.0,2.0,0,0,9,22,2,5,1,3,1,1,3,1,4
#16,Alemão,26.8,2,1,0,2.0,1.0,1,0,8,18,0,2,4,6,0,0,7,0,7
#22,Jones,12.2,1,0,0,0.0,1.0,0,0,2,6,0,0,0,2,2,2,1,1,2
#3,Biro,5.0,0,0,0,2.0,1.0,0,0,2,7,0,1,0,1,2,2,0,0,0
#28,Solano,0.2,0,0,0,0.0,1.0,0,0,2,2,0,0,0,0,2,2,0,0,0
#13,Wesley,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Lucas,2.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2
#11,Giano,21.5,4,0,0,1.0,1.0,1,0,0,13,0,3,0,2,0,0,0,1,1
Equipe,Equipe,0.0,15,7,0,20.0,18.0,14,0,69,154,4,20,20,38,17,18,23,4,27
