Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,Hélio,32.0,2,0,0,2.0,1.0,3,0,13,38,2,9,3,5,1,1,3,2,5
#2,Brown,29.7,1,1,0,2.0,2.0,1,0,11,24,0,1,4,9,3,3,2,1,3
#5,César,27.6,1,0,0,3.0,4.0,2,0,10,25,0,1,4,10,2,2,2,3,5
#11,Giano,25.6,7,1,0,1.0,6.0,3,0,10,34,1,7,2,4,3,5,4,1,5
#13,Wesley,15.6,0,1,0,1.0,2.0,0,0,9,12,1,1,3,3,0,3,2,3,5
#16,Alemão,20.9,0,1,0,4.0,0.0,2,0,8,12,0,0,4,6,0,0,1,2,3
#9,Pastor,25.7,0,1,0,4.0,2.0,2,0,8,20,0,1,3,7,2,3,4,2,6
#15,Márcio,22.8,2,1,0,3.0,1.0,1,0,3,13,0,2,1,3,1,1,1,1,2
#22,Jones,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Biro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Lucas,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#28,Solano,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,13,6,0,20.0,18.0,14,0,72,178,4,22,24,47,12,18,21,19,40
#23,Stocks,36.7,5,2,1,5.0,3.0,2,0,26,42,4,8,7,9,0,0,1,0,1
#14,A. Bambu,33.3,0,1,1,3.0,3.0,1,0,20,31,2,5,6,7,2,2,4,1,5
#32,Johnson,20.5,0,1,0,1.0,4.0,0,0,7,30,1,6,1,4,2,4,1,0,1
#54,J. Socas,40.0,5,1,0,2.0,3.0,2,0,6,17,0,2,3,5,0,1,10,3,13
#31,Maxwell,11.0,1,1,0,2.0,1.0,2,0,5,7,1,1,1,2,0,0,0,1,1
#10,Vezaro,28.7,1,1,0,2.0,4.0,3,0,5,20,0,2,2,6,1,2,2,2,4
#8,Colimerio,12.8,0,1,1,1.0,1.0,1,0,3,4,0,0,1,1,1,2,2,0,2
#20,Tiagão,5.8,0,0,0,0.0,0.0,0,0,3,3,1,1,0,0,0,0,0,0,0
#23,Weihermann,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Jerônimo,11.1,0,1,0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,9,3,18.0,20.0,13,0,75,154,9,25,21,34,6,11,22,8,30
