Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Léo Meindl,26.7,8,0,0,2.0,3.0,5,0,16,25,2,4,4,5,2,3,1,0,1
#12,Mineiro,27.0,1,4,0,3.0,5.0,1,0,16,23,0,1,7,8,2,4,10,2,12
#15,Cipolini,30.7,1,0,2,1.0,2.0,3,0,15,23,1,3,4,5,4,4,6,0,6
#10,Coelho,22.2,6,2,0,4.0,3.0,1,0,14,23,1,2,4,7,3,3,3,0,3
#20,Gruber,12.0,1,1,2,4.0,2.0,2,0,13,16,3,4,2,2,0,0,1,0,1
#11,Antonio,29.9,2,1,0,3.0,4.0,2,0,10,17,0,1,3,4,4,6,4,1,5
#12,Pedro,19.5,3,0,0,3.0,1.0,1,0,9,16,1,2,2,4,2,2,2,1,3
#16,João Pedro,10.2,0,0,1,2.0,0.0,0,0,4,6,0,0,2,3,0,0,1,1,2
#7,Didi,15.3,2,0,0,3.0,1.0,1,0,2,8,0,2,1,1,0,0,0,0,0
#5,Cassiano,6.7,0,0,0,1.0,1.0,1,0,1,2,0,0,0,0,1,2,1,0,1
#33,Guilherme,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,8,5,26.0,22.0,17,0,100,159,8,19,29,39,18,24,29,5,34
#13,JP Batista,34.9,0,2,0,3.0,6.0,3,0,22,43,0,0,8,18,6,7,4,4,8
#23,Pecos,25.8,4,2,0,1.0,5.0,1,0,14,21,1,1,3,5,5,8,3,2,5
#5,Pilar,20.7,1,2,0,5.0,0.0,0,0,11,15,3,3,1,3,0,0,1,2,3
#4,Marcelinho,17.2,2,0,0,4.0,2.0,0,0,9,20,1,4,1,2,4,4,2,0,2
#11,Marquinhos,20.7,0,1,0,1.0,6.0,3,1,9,25,1,4,2,5,2,3,1,0,1
#14,Ramon,31.9,3,1,0,1.0,2.0,0,0,7,22,1,4,1,4,2,2,0,1,1
#12,Humberto,16.6,1,2,1,3.0,1.0,0,0,4,15,0,1,1,5,2,2,0,2,2
#16,Olivinha,16.3,0,0,0,2.0,3.0,2,0,4,18,0,2,1,4,2,4,3,1,4
#8,Cubillan,14.2,0,0,0,2.0,0.0,1,0,2,4,0,0,1,2,0,0,1,1,2
#0,João Vitor,1.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#17,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,10,1,22.0,25.0,10,1,82,183,7,19,19,48,23,30,19,14,33
