Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#12,Giovannoni,26.7,0,1,0,3.0,4.0,1,0,15,24,1,3,5,6,2,3,6,1,7
#32,David Jackson,30.6,7,0,0,2.0,4.0,2,0,13,16,2,3,3,3,1,1,7,1,8
#23,Nezinho,21.8,9,1,0,3.0,3.0,3,0,12,27,1,5,2,3,5,6,1,0,1
#1,Deodato,29.1,1,1,1,2.0,1.0,0,0,11,16,1,2,3,4,2,2,1,0,1
#28,Lucas,26.0,1,1,2,4.0,0.0,3,0,11,27,1,3,4,9,0,0,0,1,1
#10,Gustavo,26.6,4,1,0,3.0,2.0,0,0,10,21,2,3,1,4,2,4,1,1,2
#15,Renato,18.3,1,1,0,0.0,1.0,1,0,6,10,0,0,3,5,0,0,4,2,6
#8,Dedé,8.5,0,0,0,2.0,1.0,1,0,5,8,1,2,1,1,0,0,3,1,4
#99,Hayes,7.3,2,0,0,0.0,2.0,0,0,1,5,0,1,0,0,1,2,0,1,1
#2,Fúlvio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,L. Felipe,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25,Bruninho,3.6,0,0,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,1,0,1
Equipe,Equipe,0.0,25,6,3,20.0,18.0,11,0,84,159,9,23,22,36,13,18,29,8,37
#5,Hélio,28.1,3,1,0,1.0,1.0,1,0,12,21,2,3,3,6,0,0,0,1,1
#2,Brown,32.1,4,1,0,2.0,4.0,2,0,9,27,0,3,4,8,1,2,5,1,6
#16,Alemão,17.9,1,0,0,1.0,2.0,1,0,9,17,0,0,4,8,1,1,3,2,5
#5,César,27.5,1,1,0,3.0,4.0,6,0,8,23,0,2,3,6,2,5,3,1,4
#7,Lucas,19.1,0,2,0,2.0,2.0,1,0,7,18,1,3,2,4,0,1,0,0,0
#12,Mathias,20.6,1,0,2,2.0,3.0,1,0,6,10,0,0,2,3,2,4,6,1,7
#15,Márcio,15.6,0,0,0,5.0,2.0,0,0,2,13,0,3,0,1,2,2,0,0,0
#28,Solano,1.4,0,0,0,0.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#22,Jones,25.9,1,1,1,0.0,1.0,0,0,2,14,0,2,1,4,0,0,1,1,2
#13,Wesley,7.7,0,0,0,2.0,1.0,0,0,2,7,0,1,1,1,0,2,1,2,3
#24,Gradnigo,3.5,0,0,0,0.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
#6,Rapha,0.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,6,3,18.0,20.0,14,0,59,157,3,18,21,43,8,17,21,10,31
